Unnamed: 0,PageNo,Text
54,page_55,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'If a laboratory abnormality is one component of a diagnosis or syndrome, then only the diagnosis', 'or syndrome should be recorded on the AE page/screen of the eCRF. If the abnormality was not', 'a part of a diagnosis or syndrome, then the laboratory abnormality should be recorded as the AE.', 'If possible, the laboratory abnormality should be recorded as a medical term and not simply as an', 'abnormal laboratory result (eg, record thrombocytopenia rather than decreased platelets).', '10.4.', 'Pregnancy', 'All pregnancies or suspected pregnancies occurring in either a female subject of childbearing', 'potential or partner of childbearing potential of a male subject are immediately reportable events.', '10.4.1.', 'Females of Childbearing Potential - Collection of Pregnancy Information', 'Pregnancies and suspected pregnancies (including elevated ß-hCG or positive pregnancy test in a', 'female subject of childbearing potential regardless of disease state) occurring while the subject is', ""on IP, or within 28 days of the subject's last dose of IP, are considered immediately reportable"", 'events. Investigational product is to be discontinued immediately. A female subject with', 'suspected pregnancy may resume IP after a confirmed negative pregnancy test and consultation', 'with the sponsor. The pregnancy, suspected pregnancy, or positive pregnancy test must be', 'reported to Amgen Global Patient Safety, or designee, immediately by email, facsimile, or', 'other appropriate method, using the Pregnancy Notification Form or approved equivalent form', '(refer to Appendix T). The Pregnancy Notification Form must be submitted to Amgen Global', ""Patient Safety within 24 hours of learning of a subject's pregnancy. (Note: Sites are not required"", 'to provide any information on the Pregnancy Notification Form that violates the country or', 'regions local privacy laws).', ""After obtaining the female subject's signed consent for release of pregnancy and infant health"", 'information, the investigator will collect pregnancy and infant health information and complete', 'the pregnancy questionnaire for any female subject who becomes pregnant while taking IP', ""through 28 days of the subject's last dose of IP. This information will be forwarded to Amgen"", 'Global Patient Safety. Generally, infant follow-up will be conducted 12 months after the birth of', 'the child (if applicable).', 'The female subject may be referred to an obstetrician-gynecologist or another appropriate', 'healthcare professional for further evaluation.', 'The Investigator will monitor the progress of the pregnancy of a female subject, and must notify', 'Amgen Global Patient Safety immediately about the outcome of the pregnancy (either normal or', 'abnormal outcome).', 'If the outcome of the pregnancy was abnormal (eg, spontaneous or therapeutic abortion), the', 'Investigator should report the abnormal outcome as an AE. If the abnormal outcome meets any', 'of the serious criteria, it must be reported as an SAE to Amgen Global Patient Safety by', ""facsimile, email or other appropriate method, within 24 hours of the investigator's knowledge of"", 'the event using the paper SAE Report Form.', 'All neonatal deaths that occur within 28 days of birth should be reported, without regard to', 'causality, as SAEs. In addition, any infant death after 28 days that the Investigator suspects is', 'related to the in-utero exposure to the IP should also be reported as an SAE to Amgen Global', 'Confidential and Proprietary', '55', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
55,page_56,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Patient Safety, by facsimile, email, or other appropriate method, within 24 hours of the', ""investigator's knowledge of the event using the paper SAE Report Form."", '10.4.2.', 'Male Subject With Partners Who Become Pregnant', 'In the event a male subject fathers a child during treatment, and for an additional 28 days after', 'discontinuing IP, the information will be recorded on the Pregnancy Notification Form (refer to', 'Appendix T). The form must be submitted to Amgen Global Patient Safety with 24 hours of the', ""investigator's/site awareness of the pregnancy (Note: Sites are not required to provide any"", 'information on the Pregnancy Notification Form that violates the country or regions local', 'privacy laws).', 'The investigator will attempt to obtain a signed consent for release of pregnancy and infant', 'health information directly from the pregnant female partner to obtain additional pregnancy', 'information.', ""After obtaining the female partner's signed consent for release of pregnancy and infant health"", 'information the investigator will collect pregnancy outcome and infant health information on the', 'pregnant partner and her baby and complete the pregnancy questionnaires. This information will', 'be forwarded to Amgen Global Patient Safety.', 'Generally, infant follow-up will be conducted up to 12 months after the birth of the child (if', 'applicable).', 'Any termination of the pregnancy will be reported to Amgen Global Patient Safety regardless of', 'fetal status (presence or absence of anomalies) or indication for procedure,', '10.4.3.', 'Collection of Lactation Information', 'Investigator will collect lactation information on any female subject who breastfeeds', 'while taking IP through 28 days post last dose of IP.', 'Information will be recorded on the Lactation Notification Form (refer to Appendix U)', 'and submitted by facsimile or email to Amgen Global Patient Safety within 24 hours of', ""the investigator's knowledge of event."", 'Study treatment will be discontinued if female subject breastfeeds during the study.', 'With the female subjects signed consent for release of mother and infant health', 'information, the investigator will collect mother and infant health information and', 'complete the lactation questionnaire on any female subject who breastfeeds while taking', 'IP through 28 days after discontinuing IP.', '10.5.', 'Reporting of Serious Adverse Events', 'Any AE that meets any serious criterion requires the completion of the relevant eCRFs and the', 'paper SAE report form. All SAEs must be reported to Amgen Global Patient Safety within 24', ""hours of the Investigator's knowledge of the event by sending the SAE data/information using"", 'the paper SAE report form. This instruction pertains to initial SAE reports as well as any', 'follow-up reports.', 'The Investigator is required to ensure that the data on these forms are accurate and consistent.', 'This requirement applies to all SAEs (regardless of relationship to IP) that occur during the study', 'Confidential and Proprietary', '56', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
56,page_57,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', '(from the time the subject signs informed consent until 28 days after the last dose of IP) and all', 'SAEs made known to the Investigator at any time following the protocol-required reporting', 'period or after end of study. . Serious adverse events occurring prior to treatment (after signing', 'the ICF) are to be collected/recorded/reported.', 'Where required by local legislation, the Investigator is responsible for informing the Institutional', 'Review Board/Ethics Committee (IRB/EC) of the SAE and providing them with all relevant', 'initial and follow-up information about the event. The Investigator must keep copies of all SAE', 'information on file including correspondence with Amgen and the IRB/EC.', 'Serious Adverse Event Reporting transmitted via paper Serious Adverse Event Report', 'Form:', 'Facsimile transmission of the Serious Adverse Event Report Form is the preferred', 'method to transmit this information. If facsimile is unavailable, the email method to', 'transmit this information is acceptable (refer to Appendix S).', 'In rare circumstances and in the absence of facsimile equipment, this form may be sent', 'via email, or notification by telephone is acceptable with a copy of the Serious Adverse', 'Event Report Form in English language sent by overnight mail or courier service.', 'Initial notification via telephone does not replace the need for the investigator to', 'complete and sign the Serious Adverse Event Report Form within the designated', 'reporting timeframes.', 'Once the study has ended, serious adverse events (regardless of causality) should be', 'reported to Amgen Global Patient Safety if the investigator becomes aware of them and', 'may use the paper Serious Adverse Event Report Form (refer to Appendix S).', '10.5.1.', 'Safety Queries', 'Queries pertaining to SAEs will be communicated/generated from Amgen Global Patient Safety', ""to the site via Amgen's safety query paper process or other appropriate method."", '10.6.', 'Expedited Reporting of Adverse Events', 'For the purpose of regulatory reporting, Amgen Global Patient Safety will determine the', ""expectedness of events suspected of being related to apremilast based on the Investigator's"", 'Brochure. For countries within the European Economic Area (EEA), Amgen or its authorized', 'representative will report in an expedited manner to Regulatory Authorities and Ethics', 'Committees concerned, suspected unexpected serious adverse reactions (SUSARs) in accordance', 'with Directive 2001/20/EC and the Detailed Guidance on collection, verification and', 'presentation of adverse reaction reports arising from clinical trials on investigational products for', 'human use (ENTR/CT3) and also in accordance with country-specific requirements.', 'Amgen or its authorized representative shall notify the Investigator of the following information:', 'Any AE suspected of being related to the use of IP in this study or in other studies', 'that is both serious and unexpected (ie, SUSAR).', 'Any finding from tests in laboratory animals that suggests a significant risk for', 'human subjects including reports of mutagenicity, teratogenicity, or carcinogenicity.', 'Confidential and Proprietary', '57', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
57,page_58,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Where required by local legislation, the Investigator shall notify his/her IRB/EC promptly of', 'these new serious and unexpected AE(s) or significant risks to subjects.', 'The Investigator must keep copies of all pertinent safety information on file including', 'correspondence with Amgen and the IRB/EC. (See Section 14.3 for record retention', 'information).', 'Amgen Global Patient Safety Contact Information (fax/email):', ""For Amgen Global Patient Safety contact information, please refer to your site's paper Serious"", 'Adverse Event Report Form, paper Pregnancy Notification Form and/or paper Lactation', 'Notification Form (Appendix S, Appendix T, Appendix U).', 'Confidential and Proprietary', '58', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
58,page_59,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', '11.', 'DISCONTINUATIONS', '11.1.', 'Treatment Discontinuation', 'The following events are considered sufficient reasons for discontinuing a subject from the', 'investigational product(s):', 'Adverse event', 'Lack of efficacy', 'Non-compliance with investigational products', 'Withdrawal by subject', 'Death', 'Lost to follow-up', 'Protocol deviation', 'Pregnancy', 'Physician decision', 'Study terminated by sponsor', 'Other (to be specified on the eCRF)', 'Subjects have the right to withdraw from the study at any time and for any reason. The reason for', 'discontinuation should be recorded in the eCRF and in the source documents.', 'When a subject is discontinued from treatment, the Investigator should make every attempt', 'possible to have the subject evaluated at the Early Termination Visit within 4 days of the last', 'intake of investigational product.', 'The decision to discontinue a subject can be taken at any time and remains the responsibility of', 'the treating physician, which will not be delayed or refused by the sponsor. However, prior to', 'discontinuing a subject, the Investigator may contact the Medical Monitor or designee and', 'forward appropriate supporting documents for review and discussion, without identifying the', 'subject.', '11.2.', 'Study Discontinuation', 'The following events are considered sufficient reasons for discontinuing a subject from the', 'study:', 'Screen failure', 'Adverse event', 'Withdrawal by subject', 'Death', 'Lost to follow-up', 'Confidential and Proprietary', '59', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
72,page_73,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Table 4:', 'Abbreviations and Specialist Terms (Continued)', 'Abbreviation or', 'Specialist Term', 'Explanation', 'EMA', 'European Medicines Agency', 'EOT', 'End of treatment', 'EQ-5D', 'European Quality of Life 5-Dimension Questionnaire', 'FCBP', 'Females of childbearing potential', 'FDA', 'Food and Drug Administration', 'GCP', 'Good Clinical Practice', 'GEE', 'Generalized estimating equations', 'GGT', 'Gamma-Glutamyl Transferase', 'HDPE', 'High-density polyethylene', 'IB', ""Investigator's Brochure"", 'ICF', 'Informed consent form', 'ICH', 'International Council for Harmonisation', 'IL', 'Interleukin', 'IP', 'Investigational product', 'IRB', 'Institutional Review Board', 'IRT', 'Interactive response technology', 'ITT', 'Intent to treat', 'IUD', 'Intrauterine device', 'LDH', 'Lactate Dehydrogenase', 'MCH', 'Mean Corpuscular Hemoglobin', 'MCHC', 'Mean Corpuscular Hemoglobin Concentration', 'MCV', 'Mean Corpuscular Volume', 'MedDRA', 'Medical Dictionary for Regulatory Activities', 'MG', 'Milligrams', 'MI', 'Multiple imputation', 'MMRM', 'Mixed-Effect Model Repeated Measure', 'Modified sPGA-G', 'Modified Static Physicians Global Assessment of Genitalia', 'NAPSI', 'Nail Psoriasis Severity Index', 'NRS', 'Numeric Rating Scale', 'Confidential and Proprietary', '73', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
73,page_74,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Table 4:', 'Abbreviations and Specialist Terms (Continued)', 'Abbreviation or', 'Specialist Term', 'Explanation', 'PASI', 'Psoriasis Area Severity Index', 'PBI', 'Patient Benefit Index', 'PBQ', 'Patient Benefit Questionnaire', 'PDE', 'Phosphodiesterase', 'PDE4', 'Phosphodiesterase type 4', 'PNQ', 'Patient Needs Questionnaire', 'PP', 'Per protocol', 'PPPGA', 'Palmoplantar Psoriasis Physicians Global Assessment', 'PC', 'Product Complaint', 'PUVA', 'Psoralens and long-wave ultraviolet radiation', 'QOL', 'Quality of life', 'RBC', 'Red blood cell', 'SAE', 'Serious adverse event', 'SAP', 'Statistical analysis plan', 'SC', 'Steering committee', 'ScPGA', 'Scalp Physician Global Assessment', 'SGOT', 'Serum glutamic oxaloacetic transaminase', 'SGPT', 'Serum glutamic pyruvic transaminase', 'SOP', 'Standard operating procedure', 'sPGA', 'static Physicians Global Assessment', 'sPGA-G', 'static Physicians Global Assessment of Genitalia', 'SUSAR', 'Suspected unexpected serious adverse reaction', 'TNF', 'Tumor necrosis factor', 'UVB', 'Ultraviolet light B', 'VAS', 'Visual Analog Scale', 'WBC', 'White blood cell', 'WHO', 'World Health Organization', 'WPAI: PSO', 'Work Productivity and Activity Impairment Questionnaire: Psoriasis', 'Confidential and Proprietary', '74', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
85,page_86,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Appendix L: Patient Benefit Questionnaire (PBQ)', 'At the start of the treatment, you indicated in a questionnaire how important various goals were', 'in the treatment of your skin disease.', 'Please mark each of the following statements according to the extent that these treatment goals', 'were achieved, thereby indicating if the treatment has benefitted you. If a statement did not', 'apply to you, e.g. because you had no pain, please mark ""did not apply to me"".', 'The current treatment has helped me to', '1', 'be free of pain', 'O', 'o', 'o', 'o', 'o', 'o', '2', 'be free of itching', 'O', 'O', 'O', 'O', 'O', 'O', '3', 'no longer have burning sensations on my skin', 'O', 'O', 'O', 'O', 'O', 'O', '4', 'be healed of all skin defects', 'o', 'o', 'o', 'o', 'O', 'o', '5', 'be able to sleep better', 'O', 'O', 'O', 'O', 'O', 'O', '6', 'feel less depressed', 'O', 'O', 'O', 'O', 'O', 'O', '7', 'experience a greater enjoyment of life', 'o', 'o', 'o', 'O', 'O', 'O', '8', 'have no fear that the disease will become worse', 'O', 'O', 'O', 'O', 'O', 'O', '9', 'be able to lead a normal everyday life', 'O', 'O', 'O', 'O', 'O', 'O', '10', 'be more productive in everyday life', 'o', 'O', 'O', 'o', 'o', 'o', '11', 'be less of a burden to relatives and friends', 'O', 'O', 'O', 'O', 'O', 'O', '12', 'be able to engage in normal leisure activities', 'O', 'O', 'O', 'O', 'O', 'O', '13', 'be able to lead a normal working life', 'O', 'O', 'o', 'o', 'o', 'o', '14', 'be able to have more contact with other people', 'O', 'O', 'O', 'O', 'O', 'O', '15', 'be comfortable showing myself more in public', 'O', 'O', 'O', 'O', 'O', 'O', '16', 'be less burdened in my partnership', 'o', 'O', 'o', 'o', 'o', 'o', '17', 'be able to have a normal sex life', 'O', 'O', 'o', 'O', 'O', 'O', '18', 'be less dependent on doctor and clinic visits', 'O', 'O', 'O', 'O', 'O', 'O', '19', 'need less time for daily treatment', 'o', 'O', 'o', 'o', 'o', 'o', '20', 'have fewer out-of-pocket treatment expenses', 'O', 'O', 'O', 'O', 'O', 'o', '21', 'have fewer side effects', 'O', 'O', 'O', 'O', 'O', 'O', '22', 'find a clear diagnosis and therapy', 'o', 'O', 'o', 'O', 'O', 'o', '23', 'have confidence in the therapy', 'O', 'O', 'O', 'O', 'O', 'O', '24', 'get better skin quickly', 'O', 'O', 'O', 'O', 'O', 'O', '25', 'regain control of the disease', 'o', 'o', 'o', 'o', 'o', 'o', 'Confidential and Proprietary', '86', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
86,page_87,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Appendix M: European Quality of Life 5-Dimension Questionnaire (EQ-5D)', 'EQ-5D', 'Health Questionnaire', '(English version for the US)', '© 1998 EuroQol Group. EQ-5DTM is a trade mark of the EuroQol Group', 'Confidential and Proprietary', '87', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
87,page_88,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Appendix M: European Quality of Life 5-Dimension Questionnaire (EQ-5D)', '(Continued)', 'By placing a checkmark in one box in each group below, please indicate which', 'statements best describe your own health state today.', 'Mobility', 'I have no problems in walking about', 'I have some problems in walking about', 'I am confined to bed', 'Self-Care', 'I have no problems with self-care', 'I have some problems washing or dressing myself', 'I am unable to wash or dress myself', 'Usual Activities (e.g. work, study, housework, family or', 'leisure activities)', 'I have no problems with performing my usual activities', 'I have some problems with performing my usual activities', 'I am unable to perform my usual activities', 'Pain/Discomfort', 'I have no pain or discomfort', 'I have moderate pain or discomfort', 'I have extreme pain or discomfort', 'Anxiety/Depression', 'I am not anxious or depressed', 'I am moderately anxious or depressed', 'I am extremely anxious or depressed', '2', '© 1998 EuroQol Group. EQ-5DTM is a trade mark of the EuroQol Group', 'Confidential and Proprietary', '88', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
88,page_89,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Appendix M: European Quality of Life 5-Dimension Questionnaire (EQ-5D)', '(Continued)', 'Best', 'imaginable', 'health state', '100', 'To help people say how good or bad a health state is, we', 'have drawn a scale (rather like a thermometer) on which', 'the best state you can imagine is marked 100 and the', 'worst state you can imagine is marked 0.', '9', '0', 'We would like you to indicate on this scale how good', 'or bad your own health is today, in your opinion.', '8', '0', 'Please do this by drawing a line from the box below to', 'whichever point on the scale indicates how good or bad', 'your health state is today.', '7', '+0', '6', '0', 'Your own', 'health state', '5', '0', 'today', '4', '+0', '3', '0', '2', '0', '1', '0', '0', 'Worst', 'imaginable', '3', 'health state', '© 1998 EuroQol Group. EQ-5DTM is a trade mark of the EuroQol Group', 'Source: The EuroQol Group, 1990.', 'Confidential and Proprietary', '89', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
90,page_91,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Appendix O: Waist Circumference Measurement & Body Mass Index', 'Measuring Tape Position for Waist (Abdominal) Circumference', 'us', 'How to Measure Waist Circumference', ""1. Place a tape measure around subject's waist above the tip"", 'of hipbone.', '2. Ask the subject to exhale.', '3. Measure the waist after exhaling.', 'How to Measure Body Mass Index (BMI)', ""Body Mass Index (BMI) is a person's weight in kilograms divided by the square of"", ""height in meters. To estimate BMI, multiply the individual's weight (in pounds) by"", '703, then divide by the height (in inches) squared. This approximates BMI in', 'kilograms per meter squared (kg/m2).', 'BMI calculator can be found at:', 'https://www.cdc.gov/healthyweight/assessing/bmi/adult_bmi/english_bmi_calculator/bmi_calcul', 'ator.html', 'Source: NHLBI Obesity Education Initiative.', 'Confidential and Proprietary', '91', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
91,page_92,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Appendix P: Treatment Schema for Dose Titration at Baseline', 'Dose', 'Day 1', 'Day 2', 'Day 3', 'Day 4', 'Day 5', 'Group', 'AM', 'PM', 'AM', 'PM', 'AM', 'PM', 'AM', 'PM', 'AM', 'PM', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', 'Placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo +', 'placebo +', 'placebo +', 'placebo +', '(dummy', '+ 20 mg', '+ 20 mg', '+ 20 mg', '+ 20 mg', '+ 20 mg', '+ 20 mg', '20 mg', '20 mg', '20 mg', '20 mg', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'titration)', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '30 mg', 'apremilast', 'placebo', 'apremilast', 'apremilast', 'apremilast', 'placebo', 'placebo +', 'placebo +', 'placebo +', 'placebo +', '+ 20 mg', '+ 20 mg', 'apremilast', '+ 20 mg', '+ 20 mg', '+ 20 mg', '+ 20 mg', '20 mg', '20 mg', '20 mg', '20 mg', '(titration)', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'apremilast', 'apremilast', 'apremilast', 'apremilast', 'placebo', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'apremilast', 'Confidential and Proprietary', '92', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
92,page_93,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Appendix Q: Treatment Schema for Dose Titration at Week 16', 'Dose', 'Day 1', 'Day 2', 'Day 3', 'Day 4', 'Day 5', 'Group', 'AM', 'PM', 'AM', 'PM', 'AM', 'PM', 'AM', 'PM', 'AM', 'PM', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', 'Placebo to', 'apremilast', 'placebo', 'apremilast', 'apremilast', 'apremilast', 'placebo', 'placebo +', 'placebo +', 'placebo +', 'placebo +', '30 mg', '+ 20 mg', '+ 20 mg', '+ 20 mg', '+ 20 mg', '+ 20 mg', '+ 20 mg', '20 mg', '20 mg', '20 mg', '20 mg', 'apremilast', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'apremilast', 'apremilast', 'apremilast', 'apremilast', 'placebo', '(titration)', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'apremilast', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '10 mg', '30 mg', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo +', 'placebo +', 'placebo +', 'placebo +', 'apremilast', '+ 20 mg', '+ 20 mg', '+ 20 mg', '+ 20 mg', '+ 20 mg', '+ 20 mg', '20 mg', '20 mg', '20 mg', '20 mg', '(dummy', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'placebo', 'titration)', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', '+ 30 mg', 'apremilast', 'apremilast', 'apremilast', 'apremilast', 'apremilast', 'apremilast', 'apremilast', 'apremilast', 'apremilast', 'apremilast', 'Confidential and Proprietary', '93', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
95,page_96,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Appendix S:', 'Sample Serious Adverse Event Form (Continued)', 'AMGEN', 'Clinical Trial Serious Adverse Event Report - Phase 1-4', 'New', 'CC-10004-PSOR-020', 'Notify Amgen Within 24 Hours of knowledge of the event', 'Apremilast (Otezia)', 'Follow-up', 'Reminder: Enter the SAE information into RAVE and then send the paper Serious', 'Adverse Event Report', 'Site Number', 'Subject ID Number', '6. CONCOMITANT MEDICATIONS (eg. chemotherapy', 'Any Concomitant Medications?', 'No Yes, If yes please complete:', 'Start Date', 'Medication Name(e)', 'Stop Date', 'Co-suspect', 'Continuing', 'Treatment Med', 'Dose', 'Route', 'Freq.', 'Dey', 'Venth', 'Year', 'Day', 'Month', 'Year', 'Nor', 'Yen', 'No/', 'Yesr', 'No-', '7. RELEVANT MEDICAL HISTORY (include dates, allergies and any relevant prior therapy)', '8. RELEVANT LABORATORY VALUES (include baseline values) Any Relevant Laboratory values?', 'No', 'Yes, If yes, please complete:', 'Test', 'Unit', 'Date', 'Dap', 'Verth', 'Year', '9. OTHER RELEVANT TESTS (diagnostics and procedures)', 'Any Other Relevant tests?', 'No', 'Yes, If yes, please complete:', 'Date', 'Additional Tests', 'Results', 'Units', 'De Verth', 'FORM-015482 Clinical Trial SAE Report - Phase 1-4 V 10.0 Effective date: 23-April-2018', 'SAER Created 02-April-2020', 'Page 2 of 3', 'Confidential and Proprietary', '96', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
96,page_97,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Appendix S:', 'Sample Serious Adverse Event Form (Continued)', 'AMGEN', 'Clinical Trial Serious Adverse Event Report - Phase 1-4', 'New', 'CC-10004-PSOR-020', 'Notify Amgen Within 24 Hours of knowledge of the event', 'Apremilast (Otezia)', 'Follow-up', 'Reminder: Enter the SAE information into RAVE and then send the paper Serious', 'Adverse Event Report', 'Site Number', 'Subject ID Number', '10. CASE DESCRIPTION (Provide narrative details of events listed in section 3) For each event in section 3, where relationship=Yes', 'please provide rationale.', 'Signature of Investigator or Designee', 'Title', 'Date', '/ confirm by signing this report that the information an this form, including', 'seriousness and cousality assessments, is being provided to Amgen by the', 'Investigator for this study, or by a Qualified Medical Peyson authorized by the', 'Investigator for this study.', 'FORM-015482 Clinical Trial SAE Report- - Phase 1-4 V 10.0 Effective date: 23-April-2018', 'SAER Created 02-April-2020', 'Page 3 of 3', 'Confidential and Proprietary', '97', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
