Unnamed: 0,PageNo,Text
64,page_65,"['2016N298481_02', 'CONFIDENTIAL', '205270', 'Prior to the participant leaving the study site at the screening visit, the participant must', 'have been trained on how to position the device to their arm, how to charge the battery', 'and check the battery status. These topics are all covered in the Participant Information', 'Leaflet and further instructions regarding distribution, operation, retrieval of ActiGraph', 'GT9X Link devices will be provided in the SRM.', 'All efforts should be made to encourage participation in this activity monitoring', 'assessment. If a participant is unable to take part, the reason should be documented, and', 'they may continue in the study.', 'The technical performance of the Actigraph device will also be closely monitored and', 'assessed during the study and the Sponsor may elect to discontinue this assessment if', 'device related difficulties are encountered.', '9.8.', 'Pharmacokinetics', 'Pharmacokinetic parameters are not evaluated in this study.', '9.9.', 'Genetics', 'A 6 mL blood sample for DNA isolation will be collected from participants who have', 'consented to participate in the genetics analysis component of the study. Participation is', 'optional. Participants who do not wish to participate in the genetic research may still', 'participate in the study.', 'In the event of DNA extraction failure, a replacement genetic blood sample may be', 'requested from the participant. Signed informed consent will be required to obtain a', 'replacement sample unless it was included in the original consent.', 'See Section 12.5 (Appendix 5) for Information regarding genetic research. Details on', 'processes for collection and shipment and destruction of these samples can be found in', 'Q2 Solutions Investigator Manual', '9.10.', 'Storage Biomarkers', 'Blood samples will not be stored for biomarker analysis in this study', '9.11.', 'Healthcare Resource Utilization and Economics', 'Healthcare resource utilization and health economic data, associated with medical', 'encounters, will be collected in the CRF by the investigator and study-site personnel for', 'all participants throughout the study. Protocol-mandated procedures, tests, and encounters', 'are excluded.', 'The data collected may be used to conduct exploratory economic analyses and will', 'include:', 'Number and duration of medical care encounters, including surgeries, and other', 'selected procedures (inpatient and outpatient)', '65']"
72,page_73,"['2016N298481_02', 'CONFIDENTIAL', '205270', '11.', 'REFERENCES', '1. Bjorner J, Wallenstein G, Martin M, Lin P, Blaisdell-Gross B, Piech C, Mody S et', 'al. Interpreting score differences in the SF-36 Vitality scale: using clinical conditions', 'and functional outcomes to define the minimally important difference. Current', 'Medical Research and Opinion, 2007;23(4):731-739', '2. GlaxoSmithKline Document Number 2014N219818 00, GSK1278863, A 24-week,', 'Phase 2B, randomized, controlled, parallel-group,multi-cent study to evaluate the', 'safety and efficacy of GSK1278863 in subjects with anemia associated with', 'chronickidney disease who are not on dialysis. 13-JAN-2016', '3. GlaxoSmithKline Document Number 2015N230102 03, GSK1278863, A phase 3', 'randomized, open-label (sponsor-blind), active-controlled, parallel-group multi-', 'center, event driven study in non-dialysis subjects with anemia associated with', 'chronic kidney disease to evaluate the safety and efficacy of daprodustat compared', 'to darbepoetin alfa (ASCEND-ND). 12-OCT-2016', '4. GlaxoSmithKline Document Number RM2008/00267/07, Version 7 to GSK1278863', ""Investigator's Brochure, 14-OCT-2015."", '5. Holdstock L, Meadowcroft AM, Maier R, Johnson BM, Jones D, Rastogi A, et al.', 'Four-Week Studies of Oral Hypoxia-Inducible Factor-Prolyl Hydroxylase Inhibitor', 'GSK1278863 for Treatment of Anemia. J Am Soc Nephrol.2016;27(4):1234-44.', '6. KDIGO Clinical Practice Guidelines for Anemia in Chronic Kidney Disease. Kidney', 'int. 2012; 2(4).', 'http://www.kdigo.org/clinical_practice_guidelines/pdf/KDIGOAnemia%20GL.pdf', '7. Levey AS, Stevens LA, Schmid CH, Zhang YL, Castro AF 3rd, Feldman HI et al;', 'CKD-EPI (Chronic Kidney Disease Epidemiology Collaboration). A New Equation', 'to Estimate Glomerular Filtration Rate. Ann Intern Med 2009; 150(9):604-12.', '8. Martin M, Patrick D, Shravanthi G, Bennett A, Leidy N, Nissenson A, et al. Content', 'validation of two SF-36 subscales for use in type 2 diabetes and non-dialysis chronic', 'kidney disease-related anemia. Qual Life Res. 2011;20:889-901.', '9. Skali H, Lin J, Pfeffer MA, Chen CY, Cooper ME, McMurray JJ, et al. Hemoglobin', 'stability in patients with anemia, CKD, and type 2 diabetes: an analysis of the', 'TREAT (Trial to Reduce Cardiovascular Events With Aranesp Therapy) placebo', 'arm. Am J Kidney Dis. 2013;61(2):238-46.', '73']"
73,page_74,"['2016N298481_02', 'CONFIDENTIAL', '205270', '12.', 'APPENDICES', '12.1.', 'Appendix 1: Abbreviations and Trademarks', 'Abbreviations', 'ADPKD', 'Autosomal dominant polycystic kidney disease', 'AE', 'Adverse event', 'ALT', 'Alanine transaminase', 'ANCOVA', 'Analysis of Covariance', 'ANSM', ""L'Agence nationale de sécurité du médicament et des"", 'produits de santé', 'AST', 'Aspartate transaminase', 'BP', 'Blood pressure', 'CEC', 'Clinical Events Classification', 'CI', 'Confidence interval', 'CKD', 'Chronic kidney disease', 'CKD-AQ', 'Chronic Kidney Disease - Anemia Questionnaire', 'CKD-EPI', 'Chronic kidney disease Epidemiology Collaboration', 'CNIL', ""Commission Nationale de l'Informatique et des Libertés"", 'CPK', 'Creatine phosphokinase', 'CRA', 'Clinical Research Assistant', 'CTR', 'Clinical Trials Register', 'CT', 'Computed tomography', 'CV', 'Cardiovascular', 'DBP', 'Diastolic blood pressure', 'ECG', 'Electrocardiogram', 'eCRF', 'Electronic case report form', 'eGFR', 'Estimated glomerular filtration rate', 'EP', 'Evaluation period', 'EPO', 'Erythropoietin', 'EQ-5D-5L', 'EuroQol 5 Dimension 5 Level Health Utility Index', 'EQ-VAS', 'EuroQol Visual Analogue Scale', 'ESA', 'Erythropoetin-stimulating agent', 'FDA', 'Food and Drug Administration', 'FRP', 'Females of reproductive potential', 'FSH', 'Follicle stimulating hormone', 'GCP', 'Good Clinical Practice', 'GI', 'Gastrointestinal', 'GSK', 'GlaxoSmithKline', 'hCG', 'Human chorionic gonadotrophin', 'HD', 'Hemodialysis', 'HDL-c', 'High density lipoprotein-C', 'HDPE', 'High density polyethylene', 'Hgb', 'Hemoglobin', 'HIF', 'Hypoxia-inducible factor', '74']"
74,page_75,"['2016N298481_02', 'CONFIDENTIAL', '205270', 'HR', 'Heart rate', 'HR-QoL', 'Health Related Quality of Life', 'HRT', 'Hormone replacement therapy', 'hsCRP', 'High sensitivity C-reactive protein', 'KDIGO', 'Kidney Disease Improving Global Outcomes', 'KDOQI', 'Kidney Disease Outcomes Quality Initiative', 'IB', ""Investigator's Brochure"", 'ICH', 'International Conference on Harmonization', 'IEC', 'Independent Ethics Committee', 'IRB', 'Institutional Review Board', 'IRT', 'Interactive Response Technology', 'ITT', 'Intent-to-treat', 'IV', 'Intravenous', 'LDH', 'Lactate dehydrogenase', 'LDL-C (direct)', 'Directly measured Low density lipoprotein-C', 'MACE', 'Major adverse cardiovascular event', 'MCH', 'Mean corpuscular hemoglobin', 'MCHC', 'Mean corpuscular hemoglobin concentration', 'MCV', 'Mean corpuscular volume', 'MedDRA', 'Medical Dictionary for Regulatory Activities', 'MI', 'Myocardial infarction', 'MRI', 'Magnetic resonance imaging', 'MSDS', 'Material Safety Data Sheet', 'NYHA', 'New York Heart Association', 'PD', 'Peritoneal dialysis', 'PGI-C', 'Patient Global Impression of Change', 'PGI-S', 'Patient Global Impression of Severity', 'PHI', 'Prolyl hydroxylase inhibitor', 'PK', 'Pharmacokinetic', 'PSRAE', 'Possible Suicidality Related Adverse Events', 'RAP', 'Reporting and Analysis Plan', 'RBC', 'Red blood cell', 'RDW', 'Red blood cell distribution width', 'rhEPO', 'Recombinant human erythropoietin', 'SAE', 'Serious adverse event', 'SBP', 'Systolic blood pressure', 'SD', 'Standard deviation', 'SF-36', 'Short Form -36', 'sPAP', 'Systolic pulmonary artery pressure', 'SRM', 'Study Reference Manual', 'TIBC', 'Total iron binding capacity', 'TSAT', 'Transferrin saturation', 'UIBC', 'Unsaturated iron binding capacity', 'U', 'Units', 'ULN', 'Upper limit of normal', 'WBC', 'White blood cells', '75']"
75,page_76,"['2016N298481_02', 'CONFIDENTIAL', '205270', 'WPAI-ANS-CPV', 'Work Productivity and Activity Impairment Questionnaire:', 'Anemic Symptoms Clinical Practice Version', 'Trademark Information', 'Trademarks of the GlaxoSmithKline', 'Trademarks not owned by the', 'group of companies', 'GlaxoSmithKline group of companies', 'NONE', 'ActiGraph GT9X Link', 'HemoCue', '76']"
82,page_83,"['2016N298481_02', 'CONFIDENTIAL', '205270', '12.3.', 'Appendix 3: Adverse Events: Definitions and Procedures for', 'Recording, Evaluating, Follow-up, and Reporting', 'Definition of AE', 'AE Definition', 'An AE is any untoward medical occurrence in a clinical study participant, temporally', 'associated with the use of a study treatment, whether or not considered related to the', 'study treatment.', 'NOTE: An AE can therefore be any unfavorable and unintended sign (including an', 'abnormal laboratory finding), symptom, or disease (new or exacerbated) temporally', 'associated with the use of a study treatment.', 'Events Meeting the AE Definition', 'Any abnormal laboratory test results (hematology, clinical chemistry, or urinalysis)', 'or other safety assessments (eg, ECG, radiological scans, vital signs measurements),', 'including those that worsen from baseline, considered clinically significant in the', 'medical and scientific judgment of the investigator (ie, not related to progression of', 'underlying disease).', 'Exacerbation of a chronic or intermittent pre-existing condition including either an', 'increase in frequency and/or intensity of the condition.', 'New conditions detected or diagnosed after study treatment administration even', 'though it may have been present before the start of the study.', 'Signs, symptoms, or the clinical sequelae of a suspected drug-drug interaction.', 'Signs, symptoms, or the clinical sequelae of a suspected overdose of either study', 'treatment or a concomitant medication. Overdose per se will not be reported as an', 'AE/SAE unless it is an intentional overdose taken with possible suicidal/self-', 'harming intent. Such overdoses should be reported regardless of sequelae.', '""Lack of efficacy"" or ""failure of expected pharmacological action"" per se will not be', 'reported as an AE or SAE. Such instances will be captured in the efficacy', 'assessments. However, the signs, symptoms, and/or clinical sequelae resulting from', 'lack of efficacy will be reported as AE or SAE if they fulfill the definition of an AE', 'or SAE.', 'The signs, symptoms, and/or clinical sequelae resulting from lack of efficacy will be', 'reported as AE or SAE if they fulfill the definition of an AE or SAE. Also, ""lack of', 'efficacy"" or ""failure of expected pharmacological action"" constitutes an AE or SAE.', '83']"
83,page_84,"['2016N298481_02', 'CONFIDENTIAL', '205270', 'Events NOT Meeting the AE Definition', 'Any clinically significant abnormal laboratory findings or other abnormal safety', 'assessments which are associated with the underlying disease, unless judged by the', ""investigator to be more severe than expected for the participant's condition."", 'The disease/disorder being studied or expected progression, signs, or symptoms of', 'the disease/disorder being studied, unless more severe than expected for the', ""participant's condition."", 'Medical or surgical procedure (eg, endoscopy, appendectomy): the condition that', 'leads to the procedure is the AE.', 'Situations in which an untoward medical occurrence did not occur (social and/or', 'convenience admission to a hospital).', 'Anticipated day-to-day fluctuations of pre-existing disease(s) or condition(s) present', 'or detected at the start of the study that do not worsen.', 'Reporting of SAE to GSK', 'SAE Reporting to GSK via Electronic Data Collection Tool', 'The primary mechanism for reporting SAE to GSK will be the electronic data', 'collection tool.', 'If the electronic system is unavailable, then the site will use the paper SAE data', 'collection tool (see next section) in order to report the event within 24 hours.', 'The site will enter the SAE data into the electronic system as soon as it becomes', 'available.', 'The investigator or medically-qualified sub-investigator must show evidence within', 'the eCRF (e.g., check review box, signature, etc.) of review and verification of the', 'relationship of each SAE to IP/study participation (causality) within 72 hours of SAE', 'entry into the eCRF.', 'After the study is completed at a given site, the electronic data collection tool will be', 'taken off-line to prevent the entry of new data or changes to existing data.', 'If a site receives a report of a new SAE from a study participant or receives updated', 'data on a previously reported SAE after the electronic data collection tool has been', 'taken off-line, then the site can report this information on a paper SAE form (see', 'next section) or to the medical monitor/SAE coordinator by telephone.', 'Contacts for SAE reporting can be found at the beginning of this protocol on the', 'Medical Monitor Contact Information page.', '84']"
84,page_85,"['2016N298481_02', 'CONFIDENTIAL', '205270', '12.3.1.', 'Definition of Serious Adverse Events', 'If an event is not an AE per definition above, then it cannot be an SAE even if serious', 'conditions are met (e.g., hospitalization for signs/symptoms of the disease under study,', 'death due to progression of disease, etc).', 'Serious Adverse Event (SAE) is defined as any untoward medical occurrence that,', 'at any dose:', 'Results in death', 'Is life-threatening', 'NOTE: The term ""life-threatening\' in the definition of \'serious\' refers to an event in', 'which the participant was at risk of death at the time of the event. It does not', 'refer to an event, which hypothetically might have caused death, if it were more', 'severe.', 'Requires hospitalization or prolongation of existing hospitalization', 'NOTE: In general, hospitalization signifies that the participant has been detained', '(usually involving at least an overnight stay) at the hospital or emergency ward', 'for observation and/or treatment that would not have been appropriate in the', ""physician's office or out-patient setting. Complications that occur during"", 'hospitalization are AEs. If a complication prolongs hospitalization or fulfills any', 'other serious criteria, the event is serious. When in doubt as to whether', '""hospitalization"" occurred or was necessary, the AE should be considered serious.', 'Hospitalization for elective treatment of a pre-existing condition that did not', 'worsen from baseline is not considered an AE.', 'Results in disability/incapacity', ""NOTE: The term disability means a substantial disruption of a person's ability to"", 'conduct normal life functions.', 'This definition is not intended to include experiences of relatively minor medical', 'significance such as uncomplicated headache, nausea, vomiting, diarrhea,', 'influenza, and accidental trauma (e.g. sprained ankle) which may interfere or', 'prevent everyday life functions but do not constitute a substantial disruption', 'Is a congenital anomaly/birth defect', 'Other situations:', 'Medical or scientific judgment should be exercised in deciding whether reporting', 'is appropriate in other situations, such as important medical events that may not', 'be immediately life-threatening or result in death or hospitalization but may', 'jeopardize the participant or may require medical or surgical intervention to', 'prevent one of the other outcomes listed in the above definition. These should', 'also be considered serious.', 'Examples of such events are invasive or malignant cancers, intensive treatment in', '85']"
85,page_86,"['2016N298481_02', 'CONFIDENTIAL', '205270', 'an emergency room or at home for allergic bronchospasm, blood dyscrasias or', 'convulsions that do not result in hospitalization, or development of drug', 'dependency or drug abuse', 'Is associated with liver injury and impaired liver function defined as:', 'ALT > 3xULN and total bilirubin* : 2xULN (>35% direct), or', 'ALT 3xULN and INR** > 1.5.', 'Serum bilirubin fractionation should be performed if testing is available. If', 'fractionation is unavailable and ALT: 3xULN and total bilirubin > 2xULN, then', 'the event is still to be reported as an SAE.', '** INR testing not required per protocol and the threshold value does not apply to', 'participants receiving anticoagulants. If INR measurement is obtained, the value', 'is to be recorded on the SAE form.', '12.3.2.', 'Recording of AEs and SAEs', 'AEs and SAE Recording:', 'When an AE/SAE occurs, it is the responsibility of the investigator to review all', 'documentation (e.g., hospital progress notes, laboratory, and diagnostics reports)', 'relative to the event.', 'The investigator will then record all relevant information regarding an AE/SAE in', 'the eCRF', ""It is not acceptable for the investigator to send photocopies of the participant's"", 'medical records to GSK in lieu of completion of the AE/SAE eCRF page.', 'There may be instances when copies of medical records for certain cases are', 'requested by GSK. In this instance, all participant identifiers, with the exception of', 'the participant number, will be blinded on the copies of the medical records prior to', 'submission to GSK.', 'The investigator will attempt to establish a diagnosis of the event based on signs,', 'symptoms, and/or other clinical information. In such cases, the diagnosis will be', 'documented as the AE/SAE and not the individual signs/symptoms.', 'Participant-completed Patient Reported Outcomes questionnaires and the collection', 'of AE data are independent components of the study.', '86']"
86,page_87,"['2016N298481_0', 'CONFIDENTIAL', '205270', '12.3.3.', 'Evaluating AEs and SAEs', 'Assessment of Intensity', 'The investigator will make an assessment of intensity for each AE and SAE reported', 'during the study and will assign it to one of the following categories:', 'Mild: An event that is easily tolerated by the participant, causing minimal', 'discomfort and not interfering with everyday activities.', 'Moderate: An event that is sufficiently discomforting to interfere with normal', 'everyday activities', 'Severe: An event that prevents normal everyday activities. An AE that is assessed as', 'severe will not be confused with an SAE. Severity is a category utilized for rating the', 'intensity of an event; and both AEs and SAEs can be assessed as severe.', 'An event is defined as ""serious\' when it meets at least one of the pre-defined', 'outcomes as described in the definition of an SAE.', 'Assessment of Causality', 'The investigator is obligated to assess the relationship between randomized treatment', 'and the occurrence of each AE/SAE.', 'A ""reasonable possibility"" is meant to convey that there are facts/evidence or', 'arguments to suggest a causal relationship, rather than a relationship cannot be ruled', 'out.', 'The investigator will use clinical judgment to determine the relationship.', 'Alternative causes, such as natural history of the underlying diseases, concomitant', 'therapy, other risk factors, and the temporal relationship of the event to the or', 'randomized treatment will be considered and investigated.', 'The investigator will also consult the IB and/or Product Information, for marketed', 'products, in the determination of his/her assessment.', 'For each AE/SAE the investigator must document in the medical notes that he/she', 'has reviewed the AE/SAE and has provided an assessment of causality.', 'There may be situations when an SAE has occurred and the investigator has minimal', 'information to include in the initial report to GSK. However, it is very important', 'that the investigator always make an assessment of causality for every event', 'prior to the initial transmission of the SAE data to GSK.', 'The investigator may change his/her opinion of causality in light of follow-up', 'information, amending the SAE data collection tool accordingly.', 'The causality assessment is one of the criteria used when determining regulatory', 'reporting requirements.', '87']"
95,page_96,"['2016N298481_02', 'CONFIDENTIAL', '205270', 'MONITORING:', 'Obtain complete blood count with', 'For bilirubin or INR criteria:', 'differential to assess eosinophilia', 'Repeat liver chemistries (include ALT, AST,', 'Record the appearance or worsening of', 'alkaline phosphatase, bilirubin) and perform', 'clinical symptoms of liver injury, or', 'liver event follow up assessments within 24', 'hypersensitivity, on the AE report form', 'hours', 'Record use of concomitant medications on', 'Monitor participants twice weekly until liver', 'the concomitant medications report form', 'chemistries resolve, stabilize or return to', 'including acetaminophen, herbal', 'within baseline', 'remedies, other over the counter', 'medications.', 'A specialist or hepatology consultation is', 'recommended', 'Record alcohol use on the liver event', 'alcohol intake case report form', 'For All other criteria:', 'Repeat liver chemistries (include ALT, AST,', 'For bilirubin or INR criteria:', 'alkaline phosphatase, bilirubin) and perform', 'liver event follow up assessments within 24-', 'Anti-nuclear antibody, anti-smooth muscle', '72 hours', 'antibody, Type 1 anti-liver kidney', 'microsomal antibodies, and quantitative', 'Monitor participants weekly until liver', 'total immunoglobulin G (lgG or gamma', 'chemistries resolve, stabilize or return to', 'globulins).', 'within baseline', 'Serum acetaminophen adduct HPLC', 'assay (quantifies potential acetaminophen', 'contribution to liver injury in participants', 'with definite or likely acetaminophen use in', 'the preceding week [James, 2009]).', 'Liver imaging (ultrasound, magnetic', 'resonance, or computerised tomography)', 'and /or liver biopsy to evaluate liver', 'disease; complete Liver Imaging and/or', 'Liver Biopsy eCRF forms.', '1.', 'Serum bilirubin fractionation should be performed if testing is available. If serum bilirubin fractionation is not', 'immediately available, discontinue randomized treatment for that participant if ALT 3xULN and bilirubin', '2xULN.', '2.', 'All events of ALT 3xULN and bilirubin > 2xULN (>35% direct bilirubin) or ALT > 3xULN and INR>1.5, if INR', ""measured which may indicate severe liver injury (possible 'Hy's Law'), must be reported as an SAE (excluding"", 'studies of hepatic impairment or cirrhosis); INR measurement is not required and the threshold value stated', 'will not apply to participants receiving anticoagulants', '3.', 'New or worsening symptoms believed to be related to liver injury (such as fatigue, nausea, vomiting, right upper', 'quadrant pain or tenderness, or jaundice) or believed to be related to hypersensitivity (such as fever, rash or', 'eosinophilia)', '4.', 'Includes: Hepatitis A IgM antibody; Hepatitis B surface antigen and Hepatitis B Core Antibody (IgM); Hepatitis C', 'RNA; Cytomegalovirus IgM antibody; Epstein-Barr viral capsid antigen IgM antibody (or if unavailable, obtain', 'heterophile antibody or monospot testing); Hepatitis E IgM antibody', '5.', 'If hepatitis delta antibody assay cannot be performed, it can be replaced with a PCR of hepatitis D RNA virus', '(where needed) Le Gal, 2005].', '6.', 'Record the date/time of the PK blood sample draw and the date/time of the last dose of randomized treatment', ""prior to blood sample draw on the eCRF. If the date or time of the last dose is unclear, provide the participant's"", '96']"
96,page_97,"['2016N298481_0', 'CONFIDENTIAL', '205270', 'best approximation. If the date/time of the last dose cannot be approximated OR a PK sample cannot be collected', 'in the time period indicated above, do not obtain a PK sample. Instructions for sample handling and shipping are', 'in the SRM.', 'Phase 3-4 liver chemistry increased monitoring criteria with continued therapy', 'Liver Chemistry Increased Monitoring Criteria - Liver Monitoring Event', 'Criteria', 'Actions', 'ALT >5xULN and <8xULN and bilirubin', 'Notify GSK within 24 hours of learning of the', '<2xULN without symptoms believed to', 'abnormality to discuss participant safety.', 'be related to liver injury or', 'Participant can continue randomized treatment', 'hypersensitivity, and who can be', 'monitored weekly for 2 weeks.', 'Participant must return weekly for repeat liver', 'OR', 'chemistries (ALT, AST, alkaline phosphatase,', 'bilirubin) until they resolve, stabilise or return to', 'ALT >3xULN and <5xULN and bilirubin', 'within baseline', '<2xULN without symptoms believed to', 'be related to liver injury or', 'If at any time participant meets the liver chemistry', 'hypersensitivity, and who can be', 'stopping criteria, proceed as described above', 'monitored weekly for 4 weeks.', 'If ALT decreases from ALT >5xULN and <8xULN to', '>3xULN but <5xULN, continue to monitor liver', 'chemistries weekly.', 'If, after 4 weeks of monitoring, ALT <3xULN and', 'bilirubin <2xULN, monitor participants twice monthly', 'until liver chemistries normalize or return to within', 'baseline.', 'References', 'James LP, Letzig L, Simpson PM, Capparelli E, Roberts DW, Hinson JA, Davern TJ, Lee', 'WM. Pharmacokinetics of acetaminophen-adduct in adults with acetaminophen overdose', 'and acute Liver failure. Drug Metab Dispos 2009; 37:1779-1784.', 'Le Gal F, Gordien E, Affolabi D, Hanslik T, Alloui C, Dény P, Gault E. Quantification', 'of hepatitis delta virus RNA in serum by consensus real-time PCR indicates different', 'patterns of virological response to interferon therapy in chronically infected patients J', 'Clin Microbiol. 2005;43(5):2363-2369.', '97']"
