,PageNo,Text 
56,page_56,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 57 Diary and Urine Volume Diary). Patients not requiring washout can begin the 7-day eDiary the day after the Screening Visit. After laboratory results from the Screening Visit are reviewed and found to be clinically acceptable, patients will be eligible to continue to the Run-in Visit. An algorithm for assessing out-of-range laboratory results is in Appendix B . Patients that fail Screening may be re-screened only one time when the reason for exclusion has resolved, such as a resolved urinary tract infection. If a patient is rescreened, a unique patient number must be used. Patients cannot be re-screened after receiving placebo-run in Study Treatment. During the Screening or Run-in Periods, or after re-screening, if it is determined that a patient does not qualify for the study, he/she will be excluded. Patients excluded during Screening should be reported as a screen failure promptly to IxRS. 7.6. Informed Consent Documented consent must be obtained from each potential patient prior to participating in study procedures. Consent must be documented by the patient’s dated signature on a consent form along with the dated signature of the person conducting the consent discussion. A copy of the signed and dated consent form should be given to the patient before participation in the study. The initial informed consent form, any subsequent revised written informed consent form, and any written information provided to the patient must receive institutional review board (IRB)/research ethics board (REB)/institutional ethics committee (IEC) approval/favorable opinion in advance of use. The patient should be informed in a timely manner if new information becomes available that may be relevant to the patient’s willingness to continue participation in the study. The communication of this information will be provided and documented via a revised consent form or addendum to the original consent form that captures the patient’s dated signature. Specifics about a study and the study population will be added to the consent form template at the protocol level. The informed consent will adhere to IRB/REB/IEC requirements, applicable laws and regulations and Sponsor requirements. 7.7. Inclusion/Exclusion Criteria All inclusion and exclusion criteria will be reviewed by the Investigator or qualified designee at the Screening, Run-in, and Baseline Visits to ensure that the patient qualifies for the study. All inclusion criteria must be met and none of the exclusion criteria may apply. No eligibility waivers will be granted. Patients found ineligible during review of inclusion/exclusion will not proceed through the remaining Screening process."
57,page_57,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 58 Inclusion/Exclusion criteria for the eDiary completion parameters will be applied to both the Screening eDiary (7-day eDiary period prior to the Run-in Visit), and the Run-in eDiary (7-day eDiary period prior to the Baseline Visit). Results from the Screening Visit will be used as a basis to confirm eligibility for glucose, aspartate aminotransferase (AST), alanine aminotransferase (ALT), and eGFR. Urine pregnancy test and average blood pressure measure will be confirmed at Screening Visit and Baseline Visit (prior to randomization). Concomitant medications will be reviewed at Baseline to ensure required stability. 7.8. Medical History A medical history will be obtained by the Investigator or qualified designee. Medical history from the 5 years prior to the Screening Visit will be collected, including all chronic and ongoing conditions, regardless of year diagnosed. Medical history will include a review of any concurrent malignancy or history of any malignancy to confirm eligibility criteria. Pelvic floor physiotherapy history will be collected. 7.9. Prior and Concomitant Medications 7.9.1. Prior Medications The Investigator or qualified designee will review prior medication use, including any protocol- specified washout requirement, and record prior medication taken by the patient within 28 days prior to beginning completion of the Screening eDiary. All medications for the treatment of OAB taken within 1 year of the Screening Visit will also be recorded. Specific details on a patient’s use of prior antimuscarinic therapy including the reason for discontinuation will be collected. Medication history will be assessed for male patients with history of mild to moderate BPH to ensure a stable treatment regimen that meets eligibility criteria. 7.9.2. Concomitant Medications Concomitant medications will be reviewed and recorded at each study visit from Screening through Week 12 and at any Unscheduled Visits. Patients will be informed at the study start regarding permissible medications during the study. The Investigator or qualified designee will record all medications, if any, taken by the patient during the study. This will include initiation of new medications, or changes to existing/ongoing medications. Upon entry into the study, patients will be instructed to report the possible need for any prescription or nonprescription medications immediately (and before use) to the Investigator. 7.9.3. Prohibited Medications and Non-Drug Therapies Table 4 provides a listing of specific restrictions for concomitant therapy use during the study, with any necessary washout periods described. This table provides examples of prohibited drug categories; however, it is not a comprehensive list of all restricted medications."
58,page_58,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 59 Use of other concomitant therapies that are listed in Section 7.9.5 are also prohibited if the patient’s dose has changed in the 4 weeks prior to the Baseline Visit or if the patient plans to initiate or change any of these therapies during the study. If there is a clinical indication for any therapy that is specifically prohibited during the study, discontinuation from Study Treatment may be required. The Investigator should discuss any questions regarding this with the medical monitor. The final decision on any supportive therapy rests with the Investigator and/or the patient's primary physician. However, the decision to continue the patient on Study Treatment requires the mutual agreement of the Investigator, the Sponsor, and the patient. Consult the medical monitor if there is any uncertainty regarding patient use of a particular drug or drug class. Table 4: Listing of Prohibited Medications Class Examples Washout Period/Comments Anticholinergics darifenacin, fesoterodine, hyoscyamine, oxybutynin, propantheline, solifenacin, tolterodine, and trospium Patient must discontinue use at least 28 days prior to beginning completion of the Screening Patient Voiding Diary and remain off this therapy during the study Smooth muscle relaxants flavoxate, dicyclomine, propiverine Patient must discontinue use at least 28 days prior to beginning completion of the Screening Patient Voiding Diary and remain off this therapy during the study Beta-2 adrenergic agonists used for the treatment of stress urinary incontinence clenbuterol Patient must discontinue use at least 28 days prior to beginning completion of the Screening Patient Voiding Diary and remain off this therapy during the study Systemic beta- 2 adrenergic agonist terbutaline No washout period; patient must remain off this therapy during the study Synthetic antidiuretic hormones desmopressin Patient must discontinue use at least 28 days prior to beginning completion of the Screening Patient Voiding Diary and remain off this therapy during the study Beta-3 adrenergic agonists mirabegron Patient must discontinue use at least 28 days prior to beginning completion of the Screening Patient Voiding Diary and remain off this therapy during the study Medications with a narrow therapeutic index Warfarin, digoxin, lithium, phenytoin, theophylline Patient must not have taken this therapy within 28 days prior to the Screening Visit and remain off this therapy during the study"
59,page_59,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 60 Class Examples Washout Period/Comments Intradetrusor botulinum toxins intradetrusor injection of botulinum toxin Patient must not have received an injection within 9 months prior to the Screening Visit and must not receive this therapy during the study 7.9.4. Permitted Medications and Non-Drug Therapies Consult the medical monitor if there is any uncertainty regarding patient use of a particular drug or drug class. 7.9.5. Requirements for Use of Stable Therapies Patients who are receiving any of the therapies from the list below must have been on a stable 28 days prior to Baseline to be eligible to enroll in the study. Additionally, patients who plan to initiate or change any of the following therapies during the study are not eligible to enroll in the study: Tricyclic antidepressants or combinations, including, but not limited to, amitriptyline, imipramine, and doxepin. Alpha-1-antagonists, unless used for BPH treatment, in which case, stable dosing for 3 months is required. Serotonin and/or norepinephrine reuptake inhibitors, including, but not limited to, fluoxetine, paroxetine, and duloxetine. Alpha-adrenergic agonists, including nonspecific sympathomimetic amines, such as, but not limited to, ephedrine, pseudoephedrine, and phenylephrine. Diuretic therapy, including, but not limited to, furosemide and hydrochlorothiazide. Inhaled anticholinergic, including, but not limited to, tiotropium bromide and ipratropium bromide. Regular use of phosphodiesterase type 5 (PDE 5) inhibitors, including, but not limited to, tadalafil, sildenafil, and vardenafil. Note: Occasional use of PDE 5 inhibitors (e.g., for the treatment of erectile dysfunction) is allowed throughout the study. Male patients with mild to moderate BPH without evidence of bladder obstruction as determined by the Investigator may be included as long as they have been taking a medication for the treatment of BPH for at a least 1-year prior to Baseline, with no change in dose of herbal medications, alpha antagonist medications, or other symptomatic treatments or medications within 3 months prior to Baseline. To be eligible for the study, these BPH medication/s must be stable from Screening until Baseline Visit. Patients with a history of hypertension must be on a stable blood pressure treatment regimen for 90 days prior to the Baseline Visit and must be deemed by the Investigator and/or Medical Monitor as safe to proceed in this study and able to complete the study per protocol. Patients with a history of cerebral vascular accident, transient ischemic attack, unstable angina, myocardial infarction, coronary artery interventions (e.g., coronary artery bypass grafting or"
60,page_60,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 61 e.g., angioplasty, stent ins interventions (e.g., carotid artery stenting) should be on stable medical therapy for at least 3 months prior to the Screening Visit until the Baseline Visit and anticipated to be stable throughout the study. 7.9.6. Washout of Prior Medications All consented patients meeting the Screening Visit entry criteria that are taking certain medications (as outlined in Section 7.9.3 ) will be required to begin wash-out of these medications following the Screening Visit for a minimum of 28 days prior to beginning completion of the Screening Patient Voiding Diary. These medications must not be used from the point of initiation of washout following the Screening Visit, through the Week 12 Visit. 7.10. Patient Voiding Diary The Patient Voiding Diary is used by participants (via the eDiary or paper Diary) to record the frequency of daily OAB symptoms including all micturitions, urgency, incontinence, and main reason for incontinence by selecting the respective box for each symptom occurring during the course of a given day and night. The Patient Voiding Diary should be completed by the patient on all of the 7 days prior to the Run-in Visit, Baseline Visit, Week 2 (diary only; no clinic visit), and the Weeks 4, 8, and 12 Visits. Patients will complete the Patient Voiding Diary between the Screening Visit and Run-in Visit (over the 7 days prior to the Run-in Visit). After the Screening Visit, patients not requiring wash-out can begin the Patient Voiding Diary the morning after the Screening Visit (upon getting up for the day). Patients requiring wash-out of medications can begin completing the Patient Voiding Diary after the 28-day wash-out period. Patients will also complete the Patient Voiding Diary between the Run-in Visit and the Baseline Visit (over the 7 days prior to the Baseline Visit, while the patient is taking Run-in Study Treatment). A “Diary Day” is defined as the time between when the patient gets up for the day each morning (i.e., the time the patient got up for the day yesterday to the time the patient got up for the day today; approximately a 24-hour period). A “Complete Diary Day ” is defined as a Diary Day for which the patient indicates that they have recorded all urinations and any leakages that occurred during that Diary Day. Specifically, on the eDiary the patient will respond Yes to the corresponding item in the Begin Day Questionnaire to indicate that their data are complete for the preceding Diary Day. On the paper Patient Voiding Diary the patient will check Yes in response to the question “Did you record each time you urinated or leaked during this diary day?” If a subject completes more than the required 7 days of entry in the Diary, only “Complete” Diary Days within 10 days prior to the current visit are used to calculate eligibility. To be eligible for the study, patients must have a minimum of :"
61,page_61,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 62 5 Complete Diary Days (not necessarily consecutive) during the Screening Period (over the 7 days prior to the Run-in Visit), and 4 Complete Diary Days (not necessarily consecutive) during the Run-in Period (over the 7 days prior to the Baseline Visit), and be capable in the Investigator’s opinion of maintaining compliance with the diary requirements, including the measurement and recording of urine volume, as required, at Baseline and throughout the course of the study. To meet eligibility, patients must meet either the OAB Wet or OAB Dry criteria at the Run-in Visit and then the Baseline Visit, based on their Patient Voiding Diary data. Patients will be randomized to the appropriate stratum based on which criteria are met at the Baseline Visit. When both components are present, the classification is specified as the predominant component. 7.10.1. Patient Voiding Diary Training/Re-Training All Visits The site staff should inquire whether patients had any difficulties with the diary and address any questions patients may have. Instructions for proper completion of the Patient Voiding Diary should be re-reviewed, and, if available, patients may view an instructional video to reinforce their understanding of Patient Voiding Diary instructions. Patients will be trained to enter data immediately following each event (in real time) and to input data from any “missed” events as soon as they are able. They will review and confirm that data from all events occurring within the preceding Diary Day (approximately 24 hours) have been entered at a consistent time each morning (e.g., upon getting up for the day). Run-in and Baseline Visits Responses to the Patient Voiding Diary will be reviewed by the site staff to assess whether patients are capable of completing the diary and if patients meet eligibility criteria. The daily averages for micturitions, urgency episodes, and UUI episodes will be calculated as average of the total by the number of events on Complete Diary Days. Patients who do not meet the OAB entry criteria will be excluded from the study. 7.11. Urine Volume Diary Urine volume data are collected separately by patients using the Urine Volume component of the eDiary, or the paper Urine Volume Chart. The Urine Volume Chart is a tool routinely used in clinical practice and clinical investigation to assess voiding functions over a 24-hour period and is regarded as a useful instrument in the investigation of patients with voiding symptoms. Urine volume may be collected during any one (1) of the 7 Diary Days prior to the visit, and it should be recorded for ~24-hours starting from the time the patient gets up for the day and continues until the time the patient gets up for the day on the next day. Patients will be asked to complete the Urine Volume Diary to record their urine volume passed during that day. The Urine Volume collection and Urine Volume Diary completion should be performed by the patient on a day that they choose for one (1) complete day of the 7 days prior to"
62,page_62,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 63 the Run-in Visit, Baseline Visit, and Week 2 (Diary only; no cinic visit), and the Weeks 4, 8, and 12 Visits. The definition of a Diary Day and data entry instructions will be the same as for the Patient Voiding Diary (i.e., the data should be recorded in real time, morning to morning). 7.11.1. Urine Volume Collection Training/Re-Training At the Screening Visit, all patients will receive detailed instructions on urine volume collection and measurement and/or be provided and review instructions with site staff. The site staff should demonstrate how to measure a volume of water in a sample collection supplies before asking patients to demonstrate their ability to measure a volume of water as practice. At each subsequent visit the site staff should confirm the patient’s understanding and ability to measure a volume of water as practice. Patients should be instructed that on the days the paper Urine Volume Chart Diary is completed: Every micturition recorded on the Patient Voiding Diary must have a corresponding entry recorded on the Urine Volume Chart (this is automatically done on the eDiary). Every entry recorded on the Urine Volume Chart must have a corresponding micturition recorded on the Patient Voiding Diary (this is automatically done on the eDiary). Site staff should reinstruct the patient on Urine Volume collection procedures as needed. Instructions for proper completion of the Urine Volume Chart should be re-reviewed, and, if available, patients may view an instructional video to reinforce their understanding of the Urine Volume Chart and collection instructions. 7.11.2. Dispense Urine Collection and Measurement Supplies The urine collection and measurement container (if needed) are reusable and should be rinsed by patients and reused for the days that they will be collecting their urine volume throughout the study. Patients should be reminded to keep the urine collection container with them during the period of time when urine volume is being collected. 7.12. Reminders for Diary Collection The site will phone the patient on approximately the first day and the third (or next business days) of the 7 Diary collection days. Patients will be reminded to enter data immediately following each micturition (in real time); they will also be asked to input data from any “missed” events and confirm that data from all micturitions occurring within the preceding 24 hours have been entered at a consistent time each morning (e.g., upon getting up for the day). Patients participating in the PK subset will be reminded to withhold Study Treatment on the morning of the study visit for PK sampling (patients in population PK subset only). Patients may consent to receive additional reminders via SMS text to their personal mobile phone. In addition to visit reminders, these diary completion reminders will be sent the day before each diary collection period begins (to remind patients to start diary completion) and two days prior to the end of each diary collect window (to ensure urine volume collection has been completed prior to the visit)."
63,page_63,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 64 7.13. Electronic Diary The Electronic Diary (eDiary) for this study includes both the Patient Voiding Diary, and the Urine Volume Diary, and will be implemented via an eDiary device (provisioned smartphone). Paper diaries will be provided to all patients to be used when necessary. When a paper diary is used, it should be collected at each visit. 7.13.1. eDiary Device Set-Up and Training Device Setup/Function Check The eDiary device will be set-up by the site at the Screening Visit and dispensed to the Patient. At each subsequent visit, site personnel will check that the device is functioning correctly. Instructions on how to perform the set-up task will be provided by the Sponsor. 7.13.2. Device Training/Re-Training Prior to study initiation, site staff will be trained on how to instruct patients on the use of the eDiary. Training materials for site staff, including general instructions and specific questions relating to completion of the eDiary, will be provided to each site and should be used as a guide on how to instruct patients. At the Screening Visit, site staff will carefully explain the collection of the Patient Voiding Diary and Urine Volume Diary on the eDiary device to patients and will clearly demonstrate how to record the occurrence of urinating in the toilet (micturition), episodes of needing to urinate immediately (urgency), and episodes of accidental urine leakage (incontinence) along with the main reason for leakage. Site staff will answer any questions that patients may have and will instruct patients to call the site with any questions they may have about the eDiary after they have left the clinic. Patients will complete the eDiary for several example situations prior to taking the eDiary home. At subsequent visits, patients will be reinstructed as needed. Instructions for proper completion of the eDiary should be re-reviewed, and, if available, patients may view an instructional video to reinforce their understanding. 7.14. Patient-Reported Outcomes Patients will complete paper questionnaires at the site at the start of each required study visit to assess patient-perceived symptom relief, symptom bother, and health-related quality of life at the study visits. These include the following questionnaires: Global Impression Items include Patient Global Impression of Severity (PGI-Severity), Patient Global Impression of Control (PGI-Control), Patient Global Impression of Frequency (PGI-Frequency), Patient Global Impression of Leakage (PGI-Leakage), and Patient Global Impression of Change (PGI-Change). Overactive Bladder Questionnaire (OAB-q long form -q L , 1-week recall) is a multi-item questionnaire that was developed to assess symptom bother and the impact of overactive bladder on health-related quality of life. The instrument was developed and validated in both continent and incontinent OAB patients, including both men and women."
64,page_64,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 65 Work Productivity and Activity Impairment Questionnaire-Urinary Symptoms (WPAI-US), version 2.0, is a 6-item questionnaire that assesses health-related work productivity loss due to urinary symptoms with a 1-week recall period. The EQ-5D health questionnaire is a standardized instrument for use as a measure of Rabin, 2014 . It is applicable to a wide range of health conditions and treatments; it provides a simple descriptive profile and a single index value for health status. The Investigator should not provide any additional information to patients prior to completing the questionnaires which might influence responses. 7.15. Post-Void Residual Volume The risk of acute urinary retention or morbidities related to an increase in Post-Void Residual (PVR) is a concern with antimuscarinic therapy that promotes smooth muscle relaxation by inhibiting acetylcholine-induced smooth muscle contraction. If, during contraction, the bladder cannot generate enough pressure to overcome the outlet resistance in the urethra, either because of poor detrusor contractility or profound obstruction (most commonly from BPH), acute urinary retention or incomplete emptying of the bladder may result. The volume of urine that remains in the bladder after voiding (PVR) is an objective measurement that may serve as a proxy for impaired ability to void. The physician should assess patients with an increase in PVR for an adverse event. PVR will be performed via ultrasound at the visits indicated in the Schedule of Activities (Table 1 ). All efforts will be made to ensure the same device and operator are used for all PVR volume measurements for individual patients. 7.16. Physical Examination Complete physical examinations will include a digital rectal examination for men at the Screening Visit to confirm entry criteria. Focused physical examinations will be performed at the Run-in and Follow-up Visit and will include examination of heart, lungs, abdomen, and pelvic exam (only as needed to confirm prolapse), as well as any other organ system in which a previous abnormality was noted at Baseline or relates to a patient complaint of an adverse event. 7.17. Electrocardiogram A single twelve-lead ECG will be performed at the Screening Visit and may be performed, as clinically indicated, at an Unscheduled Visit. ECG should be performed after 10 minutes of rest in a semi-recumbent position. 7.18. Vital Signs Vital signs including blood pressure, heart rate, respiration rate, and temperature (oral or tympanic) will be obtained at all visits after patients have rested quietly in a sitting position for 5 minutes."
65,page_65,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 66 Three blood pressure measurements will be taken in a sitting position and performed on the same arm and by the same site staff, if possible, for each patient throughout the study. The following instructions should be followed: Sitting systolic and diastolic blood pressures will be determined by averaging 3 replicate measurements obtained 1 to 2 minutes apart. The average of the 3 replicate blood pressure measurements will be used for eligibility and safety assessments (not an individual value). The same method for assessing temperature should be used at all visits for a particular patient. Body weight will be measured with patients in street clothing with jacket/coat and shoes removed. Standing height will be measured without shoes at Screening only. 7.19. Adverse Events Spontaneously reported adverse events will be recorded at each visit. The Investigator or site staff is responsible for detecting, documenting, and reporting events that meet the definition of an adverse event or serious adverse event. See Section 8 for details on adverse event definitions and reporting. 7.20. Clinical Laboratory Assessments Details regarding specific laboratory procedures/assessments to be performed in this study are provided below. The total amount of blood/tissue to be drawn/collected over the course of the study (from pre-study to post-study visits), including approximate blood/tissue volumes drawn/collected by visit and by sample type per patient can be found in Appendix C . Please refer to the Schedule of Activities ( Table 1 ) for specific laboratory tests performed at each study visit. 7.20.1. Chemistry, Hematology, and Urinalysis (Laboratory Safety Evaluations) Laboratory tests for chemistry, hematology, and urinalysis are specified in Table 5 . Patients do not need to fast prior to laboratory safety tests. Analysis of hematology and chemistry will be performed by the central laboratory chosen by the Sponsor. A urine dipstick and urine pregnancy test (for women of childbearing potential) will be performed at the site (supplied by the central laboratory). A sample for urinalysis (including e central laboratory only if the urine dipstick tests positive for the presence of leukocytes, nitrites, or blood cells. If a patient reports symptoms that are suggestive of a uriary tract infection at any visit, a urine dipstick should be performed and a sample sent for urinalysis and culture, as needed. If all laboratory values are within the normal reference range, the patient may continue to be evaluated for study entry. If one or more values fall outside the normal range, the Investigator may either exclude the patient from the study or investigate further to determine clinical"
66,page_66,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 67 relevance. Please refer to Appendix B for an algorithm for assessing out-of-range laboratory values. Table 5: Laboratory Tests Hematology Chemistry Urinalysisa Other Hematocrit Albumin Blood -human chorionic gonadotropin -hCG)b Hemoglobin Alkaline phosphatase Glucose Platelet count Alanine aminotransferase (ALT) Protein WBC (total and differential) Aspartate aminotransferase (AST) Specific gravity RBC Bicarbonate Microscopic exam, (RBCs, WBCs, epithelial cells, and bacteria) Calcium pH Chloride Color Creatininec - hCG) Glucose (fasting or non- fasting) Potassium Sodium Total Bilirubin Direct Bilirubind Blood Urea Nitrogen Total Cholesterol a. A sample for urinalysis and urine culture will be sent to the central laboratory only if the urine dipstick performed at the site tests positive for the presence of leukocytes, nitrites, or blood cells. b. -hCG will be tested for women of childbearing potential only. -hCG is - hCG must be performed. c. eGFR will be calculated and reported by the central lab. d. If total bilirubin is elevated above the upper limit of normal."
67,page_67,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 68 7.20.2. -hCG -hCG pregnancy test at each study visit indicated on the Schedule of Activities ( Table 1 ). A urine pregnancy test (supplied by the central laboratory) will be performed at the site. -hCG test must be followed -hCG pregnancy test. A positive pregnancy test prior to randomization requires exclusion. A positive -hCG test after randomization requires immediate interruption of Study Treatment -hCG is performed and found to be negative. Patient must be discontinued from the study and followed if pregnancy is confirmed by a -hCG. 7.21. Dispense Single-Blind Run-in Study Treatment At the Run-in Visit, single-blind Study Treatment will be dispensed to patients, as described in Section 6 . 7.22. IxRS Randomization to Study Treatment A unique patient number will be allocated to each subject during the Screening Visit using the IxRS. The identifier will consist of . The patient number identifies the patient for all procedures occurring after screening. Once a patient number is assigned to a patient, it can never be re-assigned to another patient. At the Baseline Visit, all eligible patients will be randomly allocated to double-blind Study Treatment using IxRS. 7.23. Dispense Double-Blind Study Treatment At the Baseline, Week 4, and Week 8 Visits, double-blind Study Treatment will be dispensed to patients, as described in Section 6 , and according to their randomized treatment assigned per IxRS. 7.24. Study Treatment Return/Accountability Review Patients should bring all unused study drug to each study visit. A complete tablet/capsule count will be performed, and results will be recorded as the primary source of patient Study Treatment compliance. Tablet/capsule counts will also be recorded in the IxRS. All patients should be reinstructed regarding dosing compliance during study visits. The authorized study personnel conducting the re-education must document the process in the patient’s source records. 7.25. Administer Witnessed Dose of Study Treatment Study treatments will be taken as a witnessed dose as described in Section 6.2 ."
68,page_68,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 69 7.26. Pharmacokinetic (PK) Sampling (PK Subset Only) 7.26.1. Pharmacokinetic Sample Collection PK sampling will be conducted in a sub-population of patients (approximately 30% of the total study population) at selected sites for assessment of the effect of demographic covariates by population PK analysis. The patient must consent to participate in PK sampling. PK samples should be collected during the clinic visit after all other study assessments have been completed. Pre-dose PK samples will be collected at three visits: Week 4, Week 8, and Week 12. The time of last dose of study medication (taken the day prior to the visit) should be recorded. Details regarding the collection procedure, handling, storage, and shipment of these samples will be provided by the central laboratory. Continuation into Extension Study Patients who complete the Week 12 Visit may be offered the opportunity to enroll in a 40-week double-blind extension study (RVT-901-3004), which will be conducted under a separate protocol, until enrollment in that study is complete. Participation in the extension study is separate from this study and is optional. Patients will provide separate informed consent to participate in the extension study. 7.27. Follow-up Visit For patients who do not enroll in the optional extension study (RVT-901-3004), the Follow-up Visit should be performed 28 days after the patient’s last dose of Study Treatment to collect information about any serious adverse events that occurred during this period. For a patient who discontinues Study Treatment early, the Follow-up Visit should occur 28 days after the last dose of Study Treatment. 28 days after the patient’s last dose of Study Treatment, that visit will serve as the Follow-up Visit. Safety labs may be collected for the evaluation of adverse experiences during discontinuation at the discretion of the Investigator."
69,page_69,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 70 8. SAFETY CONSIDERATIONS Study assessments of safety include adverse events, physical examinations, vital signs (and weight), and clinical laboratory tests. 8.1. Definition of an Adverse Event An adverse event is any untoward medical occurrence in a patient or clinical investigation patient, temporally associated with the use of a medicinal product, whether or not considered related to the medicinal product. An adverse event can therefore be any unfavorable and unintended sign (including an abnormal laboratory finding), symptom, or disease (new or exacerbated) temporally associated with the use of a medicinal product or protocol-specified procedure, whether or not considered related to the medicinal product or protocol-specified procedure. Any worsening (i.e., any clinically significant adverse change in frequency and/or intensity) of a preexisting condition that is temporally associated with the use of the Sponsor’s product, is also an adverse event. Events meeting the definition of an adverse event include : A worsening, excluding minor fluctuations, in the nature, severity, frequency, or duration of a pre-existing condition; A new condition detected or diagnosed after investigational product administration even though it may have been present prior to the start of the study; Injury or accidents: If a medical condition is known to have caused the injury or accident, the medical condition and the accident should be reported as 2 separate medical events (e.g., for a fall secondary to dizziness, both “dizziness” and “fall” should be recorded separately); An investigational abnormality (e.g., laboratory parameter, vital sign, ECG) only if the abnormality is considered clinically significant by the Investigator based on at least one of the following criteria: Induces clinical signs or symptoms; Requires active intervention; Requires interruption or discontinuation of Study Treatment. Signs, symptoms, or the clinical sequelae of a suspected interaction. Signs, symptoms, or the clinical sequelae of a suspected overdose of either investigational product or a concomitant medication. Events that do not meet the definition of an adverse event include: The disease/disorder being studied, or expected progression, signs, or symptoms of the disease/disorder being studied, unless more severe than expected for the patient’s condition; Medical or surgical procedure (e.g., endoscopy, appendectomy) should be entered into the eCRF. If not planned prior to signing the informed consent, the condition that leads to the procedure is reported as an adverse or serious event, as appropriate."
70,page_70,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 71 Periodic procedures for routine maintenance of a medical device should not be considered associated with an adverse event (e.g., expected change of a stent); Situations where an untoward medical occurrence did not occur (e.g., planned hospitalization for an elective procedure, with elective defined as known or planned at the time of signing of the informed consent; social and/or convenience admission to a hospital); Anticipated day-to-day fluctuations of pre-existing disease(s) or condition(s) present or detected at the start of the study that do not worsen. Adverse events that occur during the study should be evaluated by the Investigator and assessed for causal relationship to Study Treatment and severity, as described in Section 8.4 and Section 8.5 . Episodic adverse events, such as vomiting, or those that occur repeatedly over a period of consecutive days are “intermittent”. All other events are “continuous”. Additional information on detecting, documenting, and reporting adverse events and serious adverse events are provided below. No toxicity-related dose reductions of Study Treatment are permitted; however, Study Treatment can be held for a period of up to 21 days for evaluation and treatment of an adverse event. The Study Treatment may be restarted if deemed safe for the patient by the Investigator. 8.2. Definition of a Serious Adverse Event If an event is not an adverse event per Section 8.1 , then it cannot be a serious adverse event if serious conditions are met (e.g., hospitalization for signs/symptoms of the disease under study, death due to progression of disease, etc.). A serious adverse event is any untoward medical occurrence that, at any dose: a. Results in death b. Is life-threatening NOTE: The term 'life-threatening' in the definition of 'serious' refers to an event in which the patient was at risk of death at the time of the event. It does not refer to an event, which hypothetically might have caused death, if it were more severe. c. Requires hospitalization or prolongation of existing hospitalization NOTE: In general, hospitalization signifies that the patient has been detained (usually involving at least an overnight stay) at the hospital or emergency ward for observation and/or treatment that would not have been appropriate in the physician’s office or out-patient setting. Complications that occur during hospitalization are adverse events. If a complication prolongs hospitalization or fulfills any other serious criteria, the event is serious. When in doubt as to whether “hospitalization” occurred or was necessary, the adverse event should be considered serious. Hospitalization for elective treatment of a pre-existing condition that did not worsen from baseline is not considered an AE. d. Results in disability/incapacity NOTE: The term disability means a substantial disruption of a person’s ability to conduct normal life functions. This definition is not intended to include experiences of relatively minor medical significance such as uncomplicated headache, nausea, vomiting, diarrhea, influenza, and accidental trauma (e.g., sprained ankle) which may"
