,PageNo,Text
0,page_0,"Study Title: SPIDER: A Structured Process Informed by Data, Evidence and Research - A Research and Quality Improvement Collaboration Supporting Practices in Improving Care for Complex Elderly Patients Document Type: Study protocol with SAP and ICF Document Version: V6.3 Document Date: September 4, 2018 Last Approval Date: September 1 3, 2018"
30,page_30,30 | P a g e Consent CONSENT TO PARTICIPATE IN THE INTERVIEW ( For Selected Participants ) This study has been explained to me and any questions I had have been answered. I understand the information within this informed consent form. I know that I may leave the study at any time and I do not give up any of my legal rights by signing this consent form. I agree to the use of my information as described in this form. I am aware that the interview will be audio recorded and I agree to take part. Signature of Participant Printed Name Date Signature of Person Obtaining Consent Printed Name & Role Date
31,page_31,"31 | P a g e 23.2. C ONSENT FORM FOR RCT : PROFESSIONALS Informed Consent Form for Participation in a Research Study TITLE : SPIDER : A Research and Quality Improvement Collaboration Supporting Practices in Improving Care for Complex Elderly Patients – Cluster Randomized Controlled Trial Phase INVESTIGATORS: • Dr. Michelle Greiver - Research Scientist, North York General Hospital; Acting Director, University of Toronto Practice Based Research Network; Associate Professor, Department of Family and Community Medicine (DFCM), University of Toronto; - michelle.greiver@nygh.on.ca ; 416 - 756 - 6483; 416 - 978 - 5113; • Patricia O’Brien - Program Manager, Quality and Innovation Program, Department of Family and Community Medicine, University of Toronto - patricia.obrien@utoronto.ca ; 416 - 978 - 5112 • [Add regional PI’s and Co - PI(s)’ name, title, institution and contact information here] SPONSOR/FUNDERS : The Canadian Institutes of Health Research Operating Grant: Pan - Canadian Strategy for Patient - Orie nted Research Network in Primary and Integrated Health Care Innovations Programmatic Grants INTRODUCTION : This consent form provides you with information to help you make an informed choice. Please read this document carefully and ask any questions you may have. All your questions should be answered to your satisfaction before you decide whether to participate in this QI - research study. Please take your time in making your decision. You may find it helpful to discuss it with your colleagues. The study staff will tell you about the study timelines for making your decision. Taking part in this study is voluntary. Deciding not to take part or deciding to leave the study later will not result in any penalty or affect your current or future work or practice s. CONFLICT OF INTEREST: There are no conflicts of interest to declare related to this study. BACKGROUND : Elderly patients living with multiple chronic conditions often take many medications (polypharmacy); some of them may not be beneficial. While many medications can be problematic, the following four classes of medications have been recommended by Choosing Wisely Canada and the Canadian Deprescribing Network as targets for wiser uses in elders: proton pump inhibitors (PPInhs), benzodiazepines, antipsyc hotics and long - acting sulfonylureas. Polypharmacy is associated with poor patient health and reduced quality of life, high care costs and, often, care providers’ frustration."
32,page_32,"32 | P a g e PURPOSE : This study aims to assess whether a Structured Process Informed by Da ta, Evidence and Research (SPIDER) will help family practices improve care for patients 65 years or older who are taking 10 or more different drugs by reducing potentially inappropriate prescriptions. The study will also evaluate whether patients and thei r primary care teams are satisfied with the SPIDER process and whether SPIDER reduces care costs. NUMBER OF PARTICIPANTS : The study will recruit a total of 104 – 156 family practices, including at least 104 family physicians and 250 patients, in 7 regions (Toronto, Ottawa, Montreal, Edmonton, Calgary, Winnipeg and Halifax). There was an initial feasibility phase. Five regions are participating in the Randomized controlled trial (RCT). This consent pertains to the RCT phase . About 16 practices in each region will be enrolled. STUDY PROCEDURES AND INTERVENTIONS: If you agree to participate, your practice will be randomly assigned to either the SPIDER intervention arm or the usual care arm . If you are a physician and are assigned to the intervention arm , we request your permission to identify your practice as participating in SPIDER in the EMR database of the research Network you are part of by assigning a study number in the database for research purposes ; this w ill not identify you or your patients. If your p ractice is randomly assigned to participate in the SPIDER intervention arm , here is what this involves:  Quality Improvement (QI) o For practice teams:  Select one physician as the practice champion and team up with other members of the practice (including, if feasible a nurse, a pharmacist and a front desk staff)  P articipate in a Learning Collaborative with 3 - 4 workshops over a period of 12 months  Review data from your patients’ electronic medical records (EM Rs) with comparisons to colleagues, identify care gaps and possible ways to decrease those gaps  Work with a QI coach to implement practice changes and share best practices and challenges encountered via emails and occasional teleconferences  Research o Provid e some basic information about you and a survey about your practice team (half hour) o Complete an online survey (15 to 20 minutes) o Participate in a focus group at about 12 months (1 hour ) If your p ractice is randomly picked for the control group, we are on ly asking you to complete some basic information and an online survey at 12 month s ."
33,page_33,"33 | P a g e We will ask your help to identify and invite about t en percent of your elderly patients on ten or more medications to complete a paper - based survey . If you are randomized to the SPIDER intervention, we will also ask for your help to invite about ten percent of these patients to a short interview. The information collected from the surveys, the interview and the focus group will be used for research purpose s only. There are no right or wrong answers. Some of the questions may be personal. You can choose not to answer any questions you are not comfortable with. PARTICIPANTS’ RESPONSIBILITIES: If you choose to participate in this study, you will be expected to participate in the activities described above. DURATION OF THE STUDY: The entire project lasts for about 4 years . Your participation in the Learning Collaborative (if you are assigned to the intervention) will last 12 months. WITHDRAWAL FROM THE STUDY: You can wi thdraw from this research at any time without having to provide a reason. Your withdrawal will not have any negative impact on your practice or the relationship with the research team or the institution. If you decide to terminate participation, the study will stop collecting your data. However, previously collected data such as the survey and focus group data cannot be separated nor removed as these data are de - identified. POTENTIAL RISKS : Taking part in this study has some risks. Reviewing information on patients may make you feel uncomfortable. Participating in a Learning Collaborative may mean making changes in practice and any change always involves risks and benefits. You might feel uncomfortable, embarrassed or upset when sharing personal experi ences and opinions with others in a focus group. The research staff and focus group moderator will make every effort to minimize this. POTENTIAL BENEFITS : Taking part in this study has both direct and indirect benefits. Reducing potentially inappropriate drugs may improve patients’ health and healthcare experience. This may improve your satisfaction with practice and contribute to a healthy society and reduced care system costs. INFORMATION CONFIDENTIALITY : Any informa tion collected for this study will be kept strictly confidential. The EMR data provided to the practice teams is de - identified. Only the researchers will have access to the information for the survey, interview or focus groups. No information that coul d identify you will be reported or released. During focus groups, a ll participants will be asked not to disclose anything said within the context of the discussion. By agreeing to participate, you also agree to not disclose to others outside this event any thing said within the context of the discussion . We may use quotes without identifying you."
34,page_34,"34 | P a g e All the information collected from the survey and the focus group will be transferred into electronic files then encrypted and stored on a secure password - protect ed server. Access will be limited to authorized research personnel only. A copy of the recording will be forwarded to a contracted transcription service via a secure encrypted link. All transcriptionists will be required to sign confidentiality agreement prior to access the recordings. The research staff will clean the data to ensure no identifiable information will appear in the transcripts. The results of the study will be published and presented to the scientific community at conferences and in journa ls. Your identity will remain confidential. No names or identifiable information will be used in any case. All data and documents will be kept for 7 years after the completion of the study then securely destroyed. Destruction of hard copy records will be t hrough fine shredding or incineration. Destruction of electronic records (and other media) will be subject to current, approved institutional Information Technology (IT) processes which ensure that reconstruction of the information is not reasonably forese eable in the circumstances (example, using wiping). Representatives of Clinical Trials Ontario, a not - for - profit organization, may see study data that is sent to the research ethics board for this study. Authorized representatives of [Insert research si te name] may have direct access to your original medical/clinical study records to check that the information collected for the study is correct and follows proper laws and guidelines. STUDY INFORMATION: A more detailed description of this clinical trial will be available on http://www.clinicaltrials.gov. This website will not include information that can identify you. You can search this website at any time. COST AND COMPENSATION : Participation in the research aspects of this study (example, focus group s) may incur some out of pocket expenses for transportation and parking. These will be reimbursed. You will not be compensated otherwise for your time in participating in the study. RIGHTS AS A PARTICIPANT : You will be told, in a timely manner, about new information that may be relevant to your willingness to stay in the study. You have the right to be informed of the study results once the entire study is completed. Please contact our research staff to let u s know if you would like this . Your rights to privacy are legally protected by federal and provincial laws that require safeguards to ensure that your privacy is respected. By signing this form, you do not give up any of your legal rights against the in vestigators, sponsor or involved institutions for compensation, nor does this form relieve the investigators, sponsor or involved institutions of their legal and professional responsibilities. You will be given a copy of this signed and dated consent form prior to participating in the study."
35,page_35,"35 | P a g e QUESTIONS ABOUT THE STUDY: If you have any questions, concerns or would like to speak to the study team for any reason, please contact Dr. Michelle Greiver at michell e.greiver@nygh.on.ca [or your regional PI]. If you have any questions about your rights as a participant or any ethical issues related to the study that you wish to discuss with someone not directly involved with the study , you may contact Dr. W. L. Alan Fung, Chair of the North York General Hospital Research Ethics Board at alan.fung@nygh.on.ca , Tel: 416 - 756 - 6444 ext. 3483 . CONSENT TO PARTICIPATE IN THE STUDY This study has been explained to me and any questions I had have been answered. I understand the information within this informed consent form. I know that I may leave the study at any time and I do not give up any of my legal rights by signing this consent form. I agree to the use of my inform ation as described in this form. I agree to take part in the study. Signature of Participant Printed Name Date Signature of Person Obtaining Consent Printed Name & Role Date CONSENT TO PARTICIPATE IN THE FOCUS GROU P This study has been explained to me and any questions I had have been answered. I understand the information within this informed consent form. I know that I may leave the study at any time and I do not give up any of my legal rights by signing this consent form. I agre e to the use of my information as described in this form. I am aware that the focus group will be audio recorded and I agree to take part in the focus group. Signature of Participant Printed Name Date Signature of Person Obtaining Consent Printed Name & Role Date"
36,page_36,"36 | P a g e 23.3. C ONSENT FORM FOR P OLICY M AKERS Informed Consent Form for Participation in a Research Study TITLE : SPIDER: A Research and Quality Improvement Collaboration Supporting Practices in Improving Care for Complex Elderly Patients – Feasibility Phase INVESTIGATORS : • Dr. Michelle Greiver - Research Scientist, North York General Hospital; Acting Director, University of Toronto Practice Based Research Network; Associate Professor, Department of Family and Community Medicine (DFCM), University of Toronto; - michelle.greiver@nygh.on.ca ; 416 - 756 - 6483; 416 - 978 - 5113; • Patricia O’Brien - Program Manager, Quality and Innovation Program, Department of Family and Community Medicine , University of Toronto - patricia.obrien@utoronto.ca ; 416 - 978 - 5112 • [Add regional PI’s and Co - PI(s)’ name, title, institution and contact information here] SPONSOR/FUNDERS: The Canadian Institutes of He alth Research Operating Grant: Pan - Canadian Strategy for Patient - Oriented Research Network in Primary and Integrated Health Care Innovations Programmatic Grants INTRODUCTION : This consent form provides you with information to help you make an informed choice. Please read this document carefully and ask any questions you may have. All your questions should be answered to your satisfaction before you decide whether to participate in this QI - research study. Please take your time in making your decision. You may find it helpful to discuss it with your colleagues. The study staff will tell you about the study timelines for making your decision. Taking part in this study is voluntary. Deciding not to take part or deciding to leave the study later will not result in any penalty or affect your current or future work or practices. CONFLICT OF INTEREST : There are no conflicts of interest to declare related to this study. BACKGROUND : Elderly patients living with multiple chronic conditions often take many medi cations (polypharmacy); some of them may not be beneficial. While many medications can be problematic, the following four classes of medications have been recommended by Choosing Wisely Canada and the Canadian Deprescribing Network as targets for wiser use s in elders: proton pump inhibitors (PPInhs), benzodiazepines, antipsychotics and long - acting sulfonylureas. Polypharmacy is associated with poor patient health and reduced quality of life, high care costs and, often, care providers’ frustration."
37,page_37,"37 | P a g e PURPOSE : This study aims to assess whether a Structured Process Informed by Data, Evidence and Research (SPIDER) will help family practices improve care for patients 65 years or older who are taking 10 or more different drugs by reducing potentially inappropriate prescriptions. The study will also evaluate whether patients and their primary care teams are satisfied with the SPIDER process and whether SPIDER reduces care costs. NUMBER OF PARTICIPANTS : The study will recruit a total of 104 – 156 family practices, i ncluding at least 104 family physicians and 250 patients, in 7 regions (Toronto, Ottawa, Montreal, Edmonton, Calgary, Winnipeg and Halifax). STUDY PROCEDURES AND INTERVENTIONS : The study will first be tested for feasibility in Toronto, Montreal and Edmon ton, followed by a cluster Randomized Controlled study . Here is what the intervention involves for participating practices:  Quality Improvement (QI) o For practice teams:  Select one physician as the practice champion and team up with other members of the p ractice (including, if feasible a nurse, a pharmacist and a front desk staff) ;  P articipate in a Learning Collaborative with 3 - 4 workshops over a period of 12 months;  Review de - identified patients’ electronic medical records (EMRs), identify care gaps and possible ways to decrease those gaps ;  Work with a QI coach to implement practice changes and share best practices and challenges encountered via emails and occasional teleconferences.  What we are requesting from you : o Participate in an interview regarding your views on this process (30 - 40 minutes) The interview will be audio recorded. The information collected from the interview is for research purposes only. There are no right or wrong answers. Some of the questions may be personal. You can cho ose not to answer any questions you may not be comfortable with. PARTICIPANTS’ RESPONSIBILITIES : If you choose to participate in this study, you will be expected to participate in the interview . DURATION OF THE STUDY : The entire project lasts for about 4 years. Your participation will be an interview . WITHDRAWAL FROM THE STUDY : You can withdraw from this research at any time without having to provide a reason. Your withdrawal will not have any negative impact on you r relationship with the research team or the institution. If you decide to terminate participation, the study will stop collecting your data. However, previously collected data such as the interview data cannot be separated nor removed as these data are de - identified."
38,page_38,"38 | P a g e POTENTIAL RISKS : Taking part in this study has some risks. You might feel uncomfortable, embarrassed or upset when sharing personal experiences and opinions. We will make every effort to minimize this. POTENTIAL BENEFITS : Taking part in th is study has both direct and indirect benefits. Reducing potentially inappropriate drugs may improve patients’ health and healthcare experience and contribute to a healthy society and reduced care system costs. INFORMATION CONFIDENTIALITY : Any informatio n collected for this study will be kept strictly confidential. Only the researchers will have access to the information. No information that could identify you will be reported or released. We may use quotes without identifying you. All the information collected will be transferred into electronic files then encrypted and stored on a secure password - protected server. Access will be limited to authorized research personnel only. A copy of the recording will be forwarded to a contract ed transcription service via a secure encrypted link. All transcriptionists will be required to sign confidentiality agreement prior to access the recordings. The research staff will clean the data to ensure no identifiable information will appear in the t ranscripts. The results of the study will be published and presented to the scientific community at conferences and in journals. Your identity will remain confidential. No names or identifiable information will be used in any case. All data and documents will be kept for 7 years after the completion of the study then securely destroyed. Destruction of hard copy records will be through fine shredding or incineration. Destruction of electronic records (and other media) will be subject to current, approved in stitutional Information Technology (IT) processes which ensure that reconstruction of the information is not reasonably foreseeable in the circumstances (example, using wiping). Representatives of Clinical Trials Ontario, a not - for - profit organization, ma y see study data that is sent to the research ethics board for this study. Authorized representatives of [Insert research site name] may have direct access to your original medical/clinical study records to check that the information collected for the stu dy is correct and follows proper laws and guidelines. STUDY INFORMATION : A more detailed description of this clinical trial is available at http://www.clinicaltrials.gov . This website will not include informat ion that can identify you. You can search the website at any time. COST AND COMPENSATION : You will not be compensated for your time in participating in the study. RIGHTS AS A PARTICIPANT :"
39,page_39,"39 | P a g e You will be told, in a timely manner, about new information th at may be relevant to your willingness to stay in the study. You have the right to be informed of the study results once the entire study is completed. Please contact our research staff to let us know if you would like this. Your rights to privacy are le gally protected by federal and provincial laws that require safeguards to ensure that your privacy is respected. By signing this form, you do not give up any of your legal rights against the investigators, sponsor or involved institutions for compensation , nor does this form relieve the investigators, sponsor or involved institutions of their legal and professional responsibilities. You will be given a copy of this signed and dated consent form prior to participating in the study. QUESTIONS ABOUT THE STUDY : If you have any questions, concerns or would like to speak to the study team for any reason, please contact Dr. Michelle Greiver at michelle.greiver@nygh.on.ca [or your regional PI]. If you have an y questions about your rights as a participant or any ethical issues related to the study that you wish to discuss with someone not directly involved with the study , you may contact Dr. W. L. Alan Fung, Chair of the North York General Hospital Research Eth ics Board at alan.fung@nygh.on.ca , Tel: 416 - 756 - 6444 ext. 3483 . CONSENT TO PARTICIPATE IN THE INTERVIEW This study has been explained to me and any questions I had have been answered. I understand the information within this informed consent form. I know that I may leave the study at any time and I do not give up any of my legal rights by signing this consent form. I agree to the use of my information as described in this form. I am aware that the inter view will be audio recorded and I agree to take part. Signature of Participant Printed Name Date Signature of Person Obtaining Consent Printed Name & Role Date"
40,page_40,"40 | P a g e 23.4. C ONSENT FORM FOR FEAS IBILITY STUDY : PATIENTS Informed Consent Form for Participation in a Research Study TITLE : SPIDER : A Research and Quality Improvement Collaboration Supporting Practices in Improving Care for Complex Elderly Patients – Feasibility Phase INVESTIGATORS: • Dr. Michelle Greiver - Research Scientist, Nort h York General Hospital; Acting Director, University of Toronto Practice Based Research Network; Associate Professor, Department of Family and Community Medicine (DFCM), University of Toronto; - michelle. greiver@nygh.on.ca ; 416 - 756 - 6483; 416 - 978 - 5113; • Patricia O’Brien - Program Manager, Quality and Innovation Program, Department of Family and Community Medicine, University of Toronto - patricia.obrien@utoronto.ca ; 416 - 978 - 5112 • [Add regional PI’s and Co - PI(s)’ name, title, institution and contact information here] SPONSOR/FUNDERS: The Canadian Institutes of Health Research Operating Grant: Pan - Canadian Strategy for Patient - Oriented Res earch Network in Primary and Integrated Health Care Innovations Programmatic Grants INTRODUCTION : You are invited to participate in this study because you are 65 years or older and are taking 10 or more different drugs. This consent form provides you w ith information to help you make an informed choice. Please read this document carefully and ask any questions you may have. All your questions should be answered to your satisfaction before you decide whether to participate in this research study. Please take your time in making your decision. You may find it helpful to discuss it with your friends and family. The study staff will tell you about the study timelines for making your decision. Taking part in this study is voluntary. Deciding not to take part or deciding to leave the study later will not affect current or future health care. CONFLICT OF INTEREST : There are no conflicts of interest to declare related to this study. BACKGROUND : Elderly patients living with multiple chronic diseases often t ake many drugs (polypharmacy), some of which may not be helpful. While many drugs can be problematic, the following four groups of drugs have been recommended by Choosing Wisely Canada and the Canadian Deprescribing Network as targets for wiser uses in eld ers: drugs that reduce stomach acid production; reduce anxiety and induce"
41,page_41,"41 | P a g e sleep; treat agitation; and treat type 2 diabetes but have a high risk of low blood sugar. Polypharmacy often leads to poor patient health and poor quality of life, high care costs a nd doctor’s frustration. PURPOSE : This study aims to assess whether a Structured Process Informed by Data, Evidence and Research (SPIDER) will help family practices improve care for patients 65 years or older who are taking 10 or more different drugs by reducing potentially inappropriate prescriptions . The study will also evaluate whether patients and their primary care teams are satisfied with the SPIDER process and whether SPIDER reduces care costs. ALTERNATIVE OPTIONS: You do not have to take part in the study in order to receive care. Your family doctor will provide care as usual ; this will not change whether you participate or not. NUMBER OF PARTICIPANTS : The study will enroll a total of 104 – 156 family practices, including at least 104 family doct ors and 250 patients, in 7 regions (Toronto, Ottawa, Montreal, Edmonton, Calgary, Winnipeg and Halifax). STUDY PROCEDURES AND INTERVENTIONS : • Your family doctor will team up with a nurse, a pharmacist and a front desk staff at the clinic to participate in a Learning Collaborative meant to work with patients and practices on care improvement ; • They will work with a Quality Improvement (QI) coach; • Your family physician is participating in the study and has agreed for you to be contacted . We would like to ask you if you are interested and would agree to participate. It is completely your choice whether you participate or not. We are asking you to: 1. Complete the survey (15 to 20 minutes) 2. Participate in an interview (about 30 minutes) A research assistant will contact you to arrange a time and location that is convenient for you. The interview may be in person or over the phone and will take about 30 minutes and will be audio recorded. The information you provide in the survey and/or in terview is for research purpose only. There will be no right or wrong answers. Some of the questions may be personal. You can choose to answer any questions you are comfortable with. PARTICIPANTS’ RESPONSIBILITIES : If you choose to participate in this stu dy, you will be asked to complete a survey and participate in an interview as described above. DURATION OF THE STUDY :"
42,page_42,"42 | P a g e The whole project last s for about 4 years. You will only be asked to complete one survey and one interview. WITHDRAWAL FROM THE STUDY : You can withdraw from this research at any time without having to provide a reason. Your withdrawal will not have any negative impact on your care . If you decide to terminate participation, the study will stop collecting your data. However, previously col lected data such as the survey and interview data cannot be separated nor removed as these data are de - identified. POTENTIAL RISKS: Taking part in this study has some risks. You might feel uncomfortable, embarrassed or upset when sharing personal experiences and opinions with the research staff in the interview. We will make every effort to minimize any impact. POTENTIAL BENEFITS : If you have a better understanding of your medica tions you may be better able to make choices that you feel are right for you with your family doctor . T his may lead to better health and better quality of life. INFORMATION CONFIDENTIALITY: Measures and protections are in place to ensure your informatio n is treated confidentially. Your family doctor gave permission for you to be contacted to see if you might be interested in the study . Only the researchers will have access to the information for the survey, interview or focus groups. No information tha t could identify you will be reported or released. During focus groups, a ll participants will be asked not to disclose anything said within the context of the discussion. By agreeing to participate, you also agree to not disclose to others outside this eve nt anything said within the context of the discussion . We may use quotes without identifying you. All the information collected from the survey and the focus group will be transferred into electronic files then encrypted and stored on a secure password - p rotected server. Access will be limited to authorized research personnel only. A copy of the recording will be forwarded to a contracted transcription service via a secure encrypted link. All transcriptionists will be required to sign confidentiality agr eement prior to access the recordings. The research staff will clean the data to ensure no identifiable information will appear in the transcripts. The results of the study will be published and presented to the scientific community at conferences and in journals. Your identity will remain confidential. No names or identifiable information will be used in any case. All data and documents will be kept for 7 years after the completion of the study then securely destroyed. Destruction of hard copy records will be through fine shredding or incineration. Destruction of electronic records (and other media) will be subject to current, approved institutional I nformation Technology (IT) processes which ensure that reconstruction of the information is not reasonably foreseeable in the circumstances (example, using wiping)."
43,page_43,"43 | P a g e Representatives of Clinical Trials Ontario, a not - for - profit organization, may see study data that is sent to the research ethics board for this study. Authorized representatives of [Insert research site name] may have direct access to your original medical/clinical study records to check that the information collected for the study is correc t and follows proper laws and guidelines. STUDY INFORMATION: A description of this clinical trial will be available on http://www.clinicaltrials.gov. This website will not include information that can identify you. You can search this website at any time . COST AND COMPENSATION: Participation in this study will not involve any additional costs to you. The survey will be mailed to you with a paid return envelope attached. If you agree to be interviewed, the interview will be arranged at a time and location convenient for you. As a token of appreciation of your time, you will be offered a coffee card upon receiving your returned survey ($5) and/or completion of the interview ($25). RIGHTS AS A PARTICIPANT: You will be told, in a timely manner, about new information that may be relevant to your willingness to stay in the study. You have the right to be informed of the study results once the entire study is completed. Please contact our research staff to let u s know if you would like this. Your rights to privacy are legally protected by federal and provincial laws that require safeguards to ensure that your privacy is respected. By signing this form, you do not give up any of your legal rights against the in vestigators, sponsor or involved institutions for compensation, nor does this form relieve the investigators, sponsor or involved institutions of their legal and professional responsibilities. You will be given a copy of this signed and dated consent form prior to participating in the study. QUESTIONS ABOUT THE STUDY : If you have any questions, concerns or would like to speak to the study team for any reason, please contact Dr. Michelle Greiver at michell e.greiver@nygh.on.ca [ or your regional PI]. If you have any questions about your rights as a participant or any ethical issues related to the study that you wish to discuss with someone not directly involved with the study , you may contact Dr. W. L. Alan Fung, Chair of the North York General Hospital Research Ethics Board at alan.fung@nygh.on.ca , Tel: 416 - 756 - 6444 ext. 3483 . CONSENT TO PARTICIPATE IN THE STUDY This study has been explained to me and any questions I had have been answered. I understand the information within this informed consent form. I know that I may leave the study at any time and I do"
44,page_44,44 | P a g e not give up any of my legal rights by signing this consen t form. I agree to the use of my information as described in this form. I agree to take part in the survey part of the study. Signature of Participant Printed Name Date Signature of Person Obtaining Consent Printed Name & Role Date CONSENT TO PARTICIPATE IN THE INTERVIEW This study has been explained to me and any questions I had have been answered. I understand the information within this informed consent form. I know that I may leave the study at any time and I do not give up an y of my legal rights by signing this consent form. I agree to the use of my information as described in this form. I am aware that the interview will be audio recorded and I agree to take part in the interview. Signature of Participant Printed Name Date Signature of Person Obtaining Consent Printed Name & Role Date
45,page_45,"45 | P a g e 23.5. C ONSENT FORM FOR RCT : PATIENTS OF PHYSICIANS RANDOM IZED TO INTERVENTION Informed Consent Form for Participation in a Research Study TITLE : SPIDER : A Research and Quality Improvement Collaboration Supporting Practices in Improving Care for Complex Elderly Patients – Cluster Randomized Controlled Trial Phase INVESTIGATORS: • Dr. Michelle Greiver - Research Scientist, North York General Hospital; Acting Director, Uni versity of Toronto Practice Based Research Network; Associate Professor, Department of Family and Community Medicine (DFCM), University of Toronto; - michelle.greiver@nygh.on.ca ; 416 - 756 - 6483; 416 - 978 - 511 3; • Patricia O’Brien - Program Manager, Quality and Innovation Program, Department of Family and Community Medicine, University of Toronto - patricia.obrien@utoronto.ca ; 416 - 978 - 5112 • [Add regional PI’s and Co - PI(s)’ name, title, institution and contact information here] SPONSOR/FUNDERS: The Canadian Institutes of Health Research Operating Grant: Pan - Canadian Strategy for Patient - Oriented Research Network in Primary and Integrated Health Care Innovation s Programmatic Grants INTRODUCTION: You are invited to participate in this study because you are 65 years or older and are taking 10 or more different drugs. This consent form provides you with information to help you make an informed choice. Please re ad this document carefully and ask any questions you may have. All your questions should be answered to your satisfaction before you decide whether to participate in this research study. Please take your time in making your decision. You may find it help ful to discuss it with your friends and family. The study staff will tell you about the study timelines for making your decision. Taking part in this study is voluntary. Deciding not to take part or deciding to leave the study later will not affect your current or future health care. CONFLICT OF INTEREST: There are no conflicts of interest to declare related to this study. BACKGROUND: Elderly patients living with multiple chronic diseases often take many drugs (polypharmacy), some of which may not be helpful. While many drugs can be problematic, the following four groups of drugs have been recommended by Choosing Wisely Canada and the C anadian Deprescribing Network as"
46,page_46,"46 | P a g e targets for wiser uses in elders: drugs that reduce stomach acid production; reduce anxiety and induce sleep; treat agitation; and treat type 2 diabetes but have a high risk of low blood sugar. Polypharmacy often leads to p oor patient health and poor quality of life, high care costs and doctor’s frustration. PURPOSE: This study aims to assess whether a Structured Process Informed by Data, Evidence and Research (SPIDER) will help family practices improve care for patients 6 5 years or older who are taking 10 or more different drugs. The study will also evaluate whether patients and their primary care teams are satisfied with the SPIDER process and whether SPIDER reduces care costs. ALTERNATIVE OPTIONS: You do not have to tak e part in the study in order to receive care. Your family doctor will provide care as usual ; this will not change whether you participate or not. NUMBER OF PARTICIPANTS: The study will enroll a total of 104 – 156 family practices, including at least 104 f amily doctors and 250 patients, in 7 regions (Toronto, Ottawa, Montreal, Edmonton, Calgary, Winnipeg and Halifax). STUDY PROCEDURES AND INTERVENTIONS: • Your family doctor will team up with a nurse, a pharmacist and a front desk staff at the clinic to pa rticipate in a Learning Collaborative meant to work with patients and practices on care improvement; • They will work with a Quality Improvement (QI) coach to implement the improvement plan; • Your family physician is participating in the study and has ag reed for you to be contacted. We would like to ask you if you are interested and would agree to participate. It is completely your choice whether you participate or not. We are asking you to: 1. Complete the survey (15 to 20 minutes) 2. Participate in an inte rview (about 30 minutes) A research assistant will contact you to arrange a time and location that is convenient for you. The interview may be in person or over the phone and will take about 30 minutes and will be audio recorded. The information you provide in the survey and/or interview is for research purpose s only. There will be no right or wrong answers. Some of the questions may be personal. You can choose to answer any questions you are comfortable with. PARTICIPANTS’ RESPONSIBILITIES: If you c hoose to participate in this study, you will be expected to complete a survey and likely an interview as described above. DURATION OF THE STUDY: The whole project last for about 4 years . You will only be asked to complete one survey and one interview as part of this project ."
47,page_47,"47 | P a g e WITHDRAWAL FROM THE STUDY: You can withdraw from this research at any time without having to provide a reason. Your withdrawal will not have any negative impact on your care. If you decide to terminate participation, the study will stop collecting your data. However, previously collected data such as the survey and interview data cannot be separated nor removed as these data are de - identified. POTENTIAL RISKS: Taking part in this study has some risks. You might feel uncomfortable, embarrassed or upset when sharing personal experiences and opinions with the research staff in the interview. We will make every effort to minimize any impact. POTENTIAL BENEFITS : If you have a better understanding of your medica tions you may be better able to make choices that you feel are right for you with your family doctor. This may lead to better health and better quality of life. INFORMATION CONFIDENTIALITY: Measures and protections are in place to ensure your informatio n is treated confidentially. Your family doctor gave permission for you to be contacted to see if you might be interested in the study. Only the researchers will have access to the information for the survey, interview or focus groups. No information tha t could identify you will be reported or released. During focus groups, a ll participants will be asked not to disclose anything said within the context of the discussion. By agreeing to participate, you also agree to not disclose to others outside this eve nt anything said within the context of the discussion . We may use quotes without identifying you. All the information collected from the survey and the focus group will be transferred into electronic files then encrypted and stored on a secure password - p rotected server. Access will be limited to authorized research personnel only. A copy of the recording will be forwarded to a contracted transcription service via a secure encrypted link. All transcriptionists will be required to sign confidentiality agreement prior to access the recordings. The research staff will clean the data to ensure no identifiable information will appear in the transcripts. The results of the study will be published and presented to the scientific community at conferences and in journals. Your identity will remain confidential. No names or identifiable information will be used in any case. All data and documents will be kept for 7 years after the completion of the study then securely destroyed. Destruction of hard copy records will be through fine shredding or incineration. Destruction of electronic records (and other media) will be subject to current, approved institutional Information Technology (IT) processes which ensure that reconstruction of the information is not reasonab ly foreseeable in the circumstances (example, using wiping). Representatives of Clinical Trials Ontario, a not - for - profit organization, may see study data that is sent to the research ethics board for this study."
